MAT.1.1	Sanqbof heu-aq, 
MAT.5.26	Ngar, nawq-anr aqdirma-aer aernaeq nyar, maq tsoeqtsaev-euq pyur tiq paev khardzer-eu khoer-aq, nawr, kuv-anr nae tiqjeq ghaenae-iq maqya dovle-ar.
MAT.5.27	“
MAT.5.27	laer arhuba-euq tsawrhaq-anr aernaeq taq-euq dawq, nawmaf yagaq-euq mae. 
MAT.5.28	Aerkhawf, ngar, nawmaf-anr aernaeq nyar, zaqmiq aqbur-anr haw-awr, banqmawf joemawf-eu nuima anr-eu aqsur ghaq maqkaq, yawqha-euq nuima-euq lafkhoer zaqmiq aqbur khoerghaq naeq-aer banq-awr joeghaq-euq mae.
MAT.5.29	Nawq-euq myavnuiv armar nuiv, nawq-anr iqbax bi mrlaf-euq ngeur nar-aq, myavnuiv khoernuiv-anr kheufdov-awr biqdzae-awq. Mawrdo dolan-aer shiqbuir lanma-anr bi bafanr ghae-eu navmaqtser, arsaer tiq saer biteq-ir-eu-aq, muiqdzaeq taef-a. 
MAT.5.30	Nawq-euq aqlaf armar laf, nawq-anr iqbax bi mrlaf-euq ngeur nar-aq, khoerlaf tovtsaev-awr biqdzae-awq. Mawrdo dolan-aer shiqbuir lanma-anr ya’ur-ir-eu navmaqtser, arsaer tiq saer bidanq-ir-eu-aq, muiqdzaeq taef-a.
MAT.5.31	laer khawf aertaq-euq mae.
MAT.5.32	Aerkhawf, aqsur ghaq maqkaq, yawqha-euq miqzaq banq-awr khaqmiq sheu-eu maqngeur-eu gar nae khofnaeq nar-aq, yawqha-euq miqzaq-anr banq-awr joe-eu tsawrhaq bipyeuf-ir ni janr-eu mae. Miqkhof khoerghaq-anr kharsheuq-eu ghaq khawf, banq-awr joe-eu mae.
MAT.5.33	laer arhuba-euq tsawrhaq-anr aernaeq taq-euq dawq, nawmaf yagaq-euq mae. 
MAT.5.34	Aerkhawf, ngar, nawmaf-anr aernaeq nyar, tiqpawf-iq taqkamq, mq-anr ghoe-awr taqkamq. Aqjeq mirnae aernar-aq, mq-aq, Miqyaer-euq nuirmanq mae. 
MAT.5.35	Mirtsaq-anr ghoe-awr taqkamq. Aqjeq mirnae aernar-aq, mirtsaq-aq, Miqyaer-euq aqkuir cawqtaqduq mae. Yeqlursaqlaeq-anr ghoe-awr nae khawf taqkamq. Aqjeq mirnae aernar-aq, Yeqlursaqlaeq-aq, huiq-eu Sanqpaq uqdzan ghaq-euq meuq mae. 
MAT.5.36	Nawq-euq uqduq-anr ghoe-awr nae khawf taqkamq. Aqjeq mirnae aernar-aq, tsaerkanr tiq kanr pyurlar, navlarni nawr maq janrnya-a. 
MAT.5.37	Nawq-euq dawq-aq, ngeur nar-aq, ‘Ngeur ma,’ maqngeur nar-aq, ‘Maqngeur’ laer taef-aer aer-awq. Khoertaf-aer dzaeq-ir-euq nar-aq, yawdoer ghaq-anr nae oe-euq mae.
MAT.5.38	laer aertaq-euq dawq, nawmaf yagaq-euq mae. 
MAT.5.39	Aerkhawf, ngar, nawmaf-anr aernaeq nyar, tsawrdoer-anr taq caekhof. Aqcawq, nawq-euq baqba armar paw taevlar nar-aq, yawqpyawqyawq ciqdaq naeq-awr bitaev-awq. 
MAT.5.40	Aqcawq, nawq-anr yarkhaq ja-awr paerkhanq lafkhoer kanr yurmawf nar-aq, lafnyir kanr khawf biyur-awq. 
MAT.5.41	Aqsur ghaq maqkaq, nawq-anr katir-awr garma tiq lotsov bi’ir naeqlaf nar-aq, nawr, aqyawf naeq-aer nyiq lotsov keuvni ir-awq. 
MAT.5.42	Nawq-anr shar-eu tsawrhaq-anr bif-awr, nawq-anr ngaqmawf parmawf-eu tsawrhaq-anr garjaw taq jawnaeq.
MAT.5.43	laer aertaq-euq dawq, nawmaf yagaq-euq mae. 
MAT.5.44	Aerkhawf, ngar, nawmaf-anr aernaeq nyar, nawmaf-anr muir-eu tsawrhaq-anr gaq-awr, nawmaf-anr yaqkhaer yaq-eu tsawrhaq-anr dawq ngaeqghae naeq-awq. Nawmaf-anr byae-eu tsawrhaq-anr yawmuiq jeq janrnaeq-awr, nawmaf-anr khaeqlar khavlar-awr, yaeqbawq-aer zmqlar-eu tsawrhaq-euq gharduq guiqlanq shar-awq. 
MAT.5.45	Khoerlof-aer mr nar-aq, nawmaf-aq, mq-euq khoertav jawr-eu Aqda-euq zaqdeuq pyeuf-eu mae. Aqjeq mirnae aernar-aq, aqyawf-aq, tsawrmuiq-euq gharduq khawf tsawrdoer-euq gharduq khawf nanrma bi dovlar-awr, tsaq-awr dawr-eu tsawrhaq-euq khoertav khawf, maqtsaq maqdawr-eu tsawrhaq-euq khoertav khawf uqyaer bi yaerle-eu mae. 
MAT.5.46	Nawmaf, nawmaf-anr gaq-eu tsawrhaq-anr taef-aer gaq nar-aq, aqjeq-euq mrpoeq lafsawq za-eu? Jeq taf-eu
MAT.5.47	Nawmaf, nawq-euq aqyuif aqnyir-anr taef-aer dawqcawqpuq nar-aq, aqcawq taf-aer aqjeq dzaeq-eu le? Jeq taf-eu tsawrhaq khawf khoerlof-aer mrluf-eu maqngeur-a laq? 
MAT.5.48	Khoermirnae, mq-euq khoertav jawr-eu nawmaf-euq Aqda byan-eu lof-aer nawmaf khawf byanlar-awq.
MAT.6.1	“Nawmaf bifnaeq gamfnaeq ngae, tsawrhaq bimawr-eu laer dirdaq-aer aqcawq-euq maeqshi mr-eu jeq maqbi pyeufni yanr-awq. Khoerlof-aer mr nar-aq, mq-euq khoertav jawr-eu nawmaf-euq Aqda-euq mrpoeq lafsawq maqza-a. 
MAT.6.2	“Khoermirnae, nawr bifnaeq gamfnaeq ngae, yawmuiq janrgeuf-eu tsawrhaq lof-aer taqmr. Aqyawf maf-aq, aqcawq bi jaceuq-eu laer zanrdawq khawqnymr-anr hawr-eu, garma doeni maeqhu paw darhae bibaw-awr bifnaeq gamfnaeq-eu mae. Ngar, nawmaf-anr aqdirma-aer aernaeq nyar, aqyawf maf-aq, yawqha-euq mrpoeq lafsawq yawqha zadzeur-euq mae. 
MAT.6.3	Nawr bifnaeq gamfnaeq ngae, armar laf mrluf-eu jeq, arcar laf-anr taqbi siq. 
MAT.6.4	Nawr bifnaeq gamfnaeq ngae, aqcawq maqmawr-eu gar mr-awq. Tsawrhaqzaq maq mawrnya-eu gar hawmawr nya-eu nawq-euq Aqda, nawq-anr aqcawq-euq maeqshi mrpoeq lafsawq bifnaeqlaf taef-a.
MAT.6.5	“Nawmaf guiqlanqshar ngae, yawmuiq janrgeuf-eu tsawrhaq lof-aer taqghae. Aqyawf maf-aq, aqcawq bimawr-eu laer dirdaq-aer zanrdawq khawqnymr-euq lafkhoer hawr-eu garma gartsmr-anr yawf-awr guiqlanq sharmawf-eu mae. Ngar, nawmaf-anr aqdirma-aer aernaeq nyar, aqyawf maf-aq, yawqha-euq guiqlanq yawqha zadzeur-euq mae. 
MAT.6.6	Nawr guiqlanqshar ngae, nawq-euq kuvlawv-euq lafkhoer urler-awr, larghov piqtaeq-awr nae, maq mawrlar-eu gar jawr-eu nawq-euq Aqda-anr shar-awq. Tsawrhaqzaq maq mawrnya-eu gar hawmawr nya-eu nawq-euq Aqda, nawq-anr aqcawq-euq maeqshi guiqlanq bifnaeqlaf taef-a.
MAT.6.7	Nawmaf guiqlanqshar ngae, lawrcifzaq lof-aer gadanr maqtsoeq-eu dawq ngaeqpov ngaeqlav taqlav. Aqyawf maf-aq, ghawqmya’ni tor-eu baqda’nae Miqyaer-anr gaqler taef-a laer noeq-eu mae. 
MAT.6.8	“Nawmaf, aqyawfmaf lof-aer taqjanr. Aqjeq mirnae aernar-aq, nawqmaf-euq Aqda, nawmaf mawf-eu jeq, nawmaf maqshar-euq minav-aer siqnya luf-eu mae.
MAT.6.9	Khoermirnae, nawmaf guiqlanqshar ngae heulof-aer shar-awq:
MAT.6.9	Mq-euq khoertav jawr-eu nga’maf-euq Aqda-or!
MAT.6.9	Nawq-euq tsawrmyanr-anr yawzeu bibaw law.
MAT.6.10	Nawr uvlanr-eu jeq bi keuvle law.
MAT.6.10	Mq-euq khoertav nawq-euq nuikhanr shir-eu jeq byan-eu lof-aer, mirtsaq-euq khoertav khawf bi byanle law.
MAT.6.11	Iqnan mawf-eu dzaq-awr dawr-eu jeq, iqnan nga’maf-anr bifnaeqlaf.
MAT.6.12	Aqcawq, nga’maf-anr mrbanq lavbanq laf-euq iqbax-anr nga’maf pyaeqnaeq-euq lof-aer,
MAT.6.12	Nga’maf-euq iqbax-anr khawf, nawr pyaeqnaeq laf-awq.
MAT.6.13	Iqbax murjur jur-eu maeqnan nga’maf-anr taqbi ir laf.
MAT.6.13	Yawdoer jeq-anr nae nga’maf-anr bidzeur-ir laf.
MAT.6.13	Uvlanr-eu jeq, baoq hawr-eu yawshaef khanqsaer dawqtawvluf, mqmaq maqbyav yarzir nawq-euq mae. 
MAT.6.14	“Aqcawq nae nawmaf-anr mrbanq lavbanq laf-euq deuq-anr nawmaf pyaeqnaeq nar-aq, mq-euq khoertav jawr-eu nawmaf-euq Aqda khawf, nawmaf nae mrbanq lavbanq-euq deuq-anr pyaeqnaeqlaf taef-a. 
MAT.6.15	Aerkhawf, nawmaf, aqcawq nae mrbanq lavbanq laf-euq deuq-anr maq pyaeqnaeq nar-aq, mq-euq khoertav jawr-eu nawmaf-euq Aqda khawf, nawmaf nae mrbanq lavbanq-euq deuq-anr maq pyaeqnaeq-ar.
MAT.6.16	“Nawmaf dzardzaq sheuq-awr guiqlanqshar ngae, yawmuiq janrgeuf-eu tsawrhaq lof-aer myavpyawq nyoeqkheurni taqjawr. Aqjeq mirnae aernar-aq, aqyawf maf-aq, dzardzaq sheuq-awr guiqlanq sharluf nga laer, aqcawq bisiq bimawr-eu laer, myavpyawq nyoeqkheurni jawr-eu mae. Ngar, nawmaf-anr aqdirma-aer aernaeq nyar, aqyawf maf-aq, yawqha-euq guiqlanq yawqha zadzeur-euq mae. 
MAT.6.17	Nawr dzardzaq sheuq-awr guiqlanqshar ngae, myavduf puf-awr, uqduq tsaerkanr-anr tsir laef-awq. 
MAT.6.18	Nawr dzardzaq sheuqluf nga laer aqcawq nae taqbi hawdov. Maq mawrlar-eu gar jawr-eu nawq-euq Aqda-anr bimawr nar-aq ghaq-ar. Tsawrhaqzaq maq mawrnya-eu gar hawmawr nya-eu nawq-euq Aqda, nawq-anr aqcawq-euq maeqshi guiqlanq bifnaeqlaf taef-a.
MAT.6.19	“Mirtsaq-euq khoertav yawqha-euq gharduq pyurshuir myawqganq taq povuiqtaq. Mirtsaq-euq khoertav povuiqtaq nar-aq, shmrkaw kawler nya-awr, boeq dzaqnya-eu uqtaf, smrkhoeq khawf daepavanr laf-awr khoeqlar nya-eu mae. 
MAT.6.20	Aerkhawf, mq-euq khoertav pyurshuir myawqganq povuiq taq-awq. Mq-euq khoertav-aq, shmrkaw maq kawler nya-aer, boeq maq dzaqler nya-eu uqtaf, smrkhoeq khawf daepavanr lef-awr maq khoeqler nya-a. 
MAT.6.21	Aqjeq mirnae aernar-aq, nawq-euq pyurshuir myawqganq aqgeugar jav nar-aq, nawq-euq nuima khawf khoergar jav-eu mae.
MAT.6.22	“Myavnuiv-aq, mawrdo-euq tsirkhmq mae. Khoermirnae, nawq-euq myavnuiv yawmuiq nar-aq, mawrdo dolan-aer yawshaef bya taef-a. 
MAT.6.23	Nawq-euq myavnuiv maqmuiq nar-aq, nawq-euq mawrdo dolan-aer zanrtsuini pyeuf-ir taef-a. Aerkhawf, nawq-euq lafkhoer anr-eu yawshaef zanrtsuini pyeuf-ir nar-aq, yawzanr khoer arnavni zanr nmr-mq!
MAT.6.24	“Tsawrhaq tiqghaq-iq yawsanr nyiq ghaq-euq zaqkhav maqgeuf nya-ar. Tiq ghaq-anr byae nar-aq, tiq ghaq-anr gaq-eu mae. Maqngeur nar-aq, tiq ghaq-anr yawzeu baw-awr, tiq ghaq-anr yaeqbawq-aer ghae-eu mae. Nawmaf, tiqyamq-euq lafkhoer, Miqyaer-euq hawr-eu pyurshuir myawqganq-euq kuirlaf zaqkhav maq geufnya-a.
MAT.6.25	“Khoermirnae, ngar, nawmaf-anr aernaeq nyar, yawdaef daef-eu gharduq, aqjeq dzaq-awr aqjeq dawr-eu laer khanq taqlanr. Mawrdo-euq gharduq aqjeq dm-awr ghaq-eu laer khawf khanq taqlanr. Daefzir-aq, dzaqdzaq dawrdawr navmaqtser poeqdzaeq-eu maqngeur-a lor? Mawrdo khawf, maeqtsoeq navmaqtser poeqdzaeq-eu maqngeur-a laq? 
MAT.6.26	Nawmaf, khoertav paw zawluf-eu arjir-anr hawsher-eq. Arjir-aq, caer maqka, caer maqyaeq, caerjir-anr caer maq pi’anr taq-a. Aerkhawf, mq-euq khoertav jawr-eu nawmaf-euq Aqda, arjir khoerdeuq-anr bidzaq bi dawrluf-eu mae. Nawmaf, arjir khoerdeuq navmaqtser poeqdzaeq-eu maqngeur lor? 
MAT.6.27	Nawmaf-euq lafkhoer aqgeu ghaq maqkaq, khanqlanr-eu baqda’nae yawqha-euq zir tiq cav manrlarni aqsur ghaq janrnya-eu le?
MAT.6.28	“Maeqtsoeq-euq garkawv aqjeq mirnae khanqlanr-eu le? Bawrtsanq-anr daef-eu kapaf aryaev aqjox-aer huiqlar-euq nga laer sharnoeqhaw sher-eq. Kapaf arbawq-aq, myawq maqmr, saqlaq khawf maqghawr-a. 
MAT.6.29	Aerkhawf, ngar, nawmaf-anr aernaeq nyar, Sorlaqmoq nae yadm yaghaq-euq yawshaef khanqsaer huiq-eu maeqtsoeq-aq, aryaev khoer tiq yaev navni khawf maqtawq-a. 
MAT.6.30	Jan-eu ghaq baq-eu tsawrhaq deuq-or! Iqnan daefluf-eu khawf, nishawq nan miqdzaq-anr bi jaevpuiv-eu yarmof-anr Miqyaer teunavni bidm bighaq-eu ngeur nar-aq, nawmaf-anr khoernav maqtser maqbi dm maqbi ghaq naeqlaf-ar lor?
MAT.6.31	“Khoermirnae, khanq taqlanr, heulof-aer taqngaeq, ‘Aqjeq yur-awr nae dzaq-eu? Aqjeq yur-awr nae dawr-eu? Aqjeq yur-awr nae dm-awr ghaq-eu paq nga?’ 
MAT.6.32	Aqcawq tsawrjeuq tsawrca-aq, khoerdeuq dawqtawv luf-anr povluf-eu mae. Nawmaf, heudeuq dawqtawv luf-anr mawf-eu mae laer mq-euq khoertav jawr-eu nawmaf-euq Aqda siqnya luf-eu mae. 
MAT.6.33	Nawmaf, Miqyaer uvlanr-eu jeq hawr-eu aqyawf-euq tsaq-awr dawr-eu jeq-anr jeqhu pov-awq. Khoerdeuq dawqtawvluf, aqyawf, nawmaf-anr biflanq naeqlaf taef-a. 
MAT.6.34	Khoermirnae, nishawq-euq gharduq khanq taqlanr. Aqjeq mirnae aernar-aq, nishawq-euq gharduq nishawq khanq lanrkhar za-awr, Aqyawf nan-euq gharduq aqyawf nan shaqzanq javlof-eu mae.
MAT.7.1	“Aqcawq, nawmaf-anr yarkhaq maqya darni, nawmaf khawf aqcawq-anr yarkhaq taqdar. 
MAT.7.2	Aqjeq mirnae aernar-aq, nawmaf, aqcawq-anr yarkhaq dar-eu lof-aer, aqcawq khawf, nawmaf-anr darlar taef-a. Nawmaf, aqcawq-anr paeqnaeq savnaeq-euq lof-aer, aqcawq khawf, nawmaf-anr paeqkhof savkhof naeqlaf taef-a. 
MAT.7.3	Aqjeq mirnae, nawq-euq myavnuiv-euq lafkhoer, pyaqdmq anr-eu gar maq sharsawx-aer, nawq-euq aqyuif aqnyir-euq myavnuiv-euq lafkhoer anr-eu myavpawf-anr hawluf-eu le? 
MAT.7.4	Nawr, yawqha-euq myavnuiv-euq lafkhoer pyaqdmq anrluf-eu khawf, nawq-euq aqyuif aqnyir-anr, ‘Ngar, nawq-euq myavnuiv-euq lafkhoer anr-eu myavpawf paevdovnaeq nyar’ laer, aqjox-aer aernaeq nya-eu le? 
MAT.7.5	Yawmuiq janrgeuf-eu tsawrhaq-or! Nawq-euq myavnuiv-anr anr-eu pyaqdmq jeqhu ngawqdzae-awq. Khoernar-aq, nawq-euq aqyuif aqnyir-euq myavnuiv-euq lafkhoer anr-eu myavpawf aqjox-aer paevdov-eu paq nga laer, nawq-anr mawrduqlar taef-a.
MAT.7.6	“Yawshawr jeq aqkuiq-anr taq bifnaeq. Arcar carkhawf-euq saer khawf, aqzaf-euq maeqshi taq dzaenaeq. Maqngeur nar-aq, aqyawfmaf, aqkuir nae nawqpanq-awr, ghofdmr dzaelar-awr nawmaf-anr kawfpav kawfshav lar-eu baw-mr.
MAT.7.7	“Shar-awq, shar nar-aq za taef-a. Pov-awq, pov nar-aq mawrle taef-a. Khov-awq, khov nar-aq nawmaf-anr pannaeqlaf taef-a. 
MAT.7.8	Aqjeq mirnae aernar-aq, kharshar-eu tsawrhaq-aq za-awr, pov-eu tsawrhaq ya’mawr-eu uqtaf, larghov-anr khov-eu tsawrhaq-anr khawf pannaeq taef-a.
MAT.7.9	Nawmaf-euq lafkhoer, yawqha-euq zaq kaqmur shar-eu gar, aqyawf-anr khaqlo bifnaeq-eu aqsur ghaq jawr-eu le? 
MAT.7.10	Maqngeur nar-aq, ngaqshaq shar-eu gar aqyawf-anr arlawr nyaef naeq-eu tiqghaqnav jawr ma laq? 
MAT.7.11	Nawmaf, tsawrdoer pyeuf-eu khawf, yawqha-euq zaq-anr yawmuiq jeq bif-eu siqnya-eu mae. Khoernav maqtser, mq-euq khoertav jawr-eu nawmaf-euq Aqda-aq, aqyawf-anr kharshar-eu tsawrhaq-anr yawmuiq jeq arnavni par bifnaeq nmr-mq? 
MAT.7.12	Khoermirnae, aqcawq nae nawmaf-anr kharbi janrnaeq mawf-eu lof-aer, nawmaf, aqcawq-anr khoerlof-aer janrnaeq-awq. Aqjeq mirnae aernar-aq, heu-aq, zanrdawq hawr-eu Miqyaer gharduq ngaeqdan-eu deuq-euq dawq-anr tsaq-eu mae.
MAT.7.13	“Nawmaf, ghovkhaeq yawsuf-anr urler-awq. Aqjeq mirnae aernar-aq, cawv-ir-eu paw ir-eu garma-aq, jerloni ghae-awr, ghovkhaeq ghawqloeni danr-eu mirnae, urler-eu tsawrhaq ghawqmya’ni jawr-eu mae. 
MAT.7.14	Aerkhawf, daef-eu jeq jav-eu gar le-eu garma-aq, shaq-awr, ghovkhaeq khawf yawsuf mirnae, povmawr-awr urler-eu tsawrhaq yawcuiv mae.
MAT.7.15	“Nawmaf, Miqyaer gharduq ngaeqdan-eu jaqmyawf deuq-anr yanr-awq. Aqyawfmaf, lafnyir paw yawrzaq-euq bawkhov tsanrkaq taq-awr, lafkhoer paw-aq, zawr zir-eu khaqyaer pyeuf-awr nawmaf jawr-eu gar lar-eu mae. 
MAT.7.16	Aqyawf maf-euq arsiq-anr haw nar-aq, aqyawf maf-anr siqnya taef-a. Aqgan bawduv-anr nae aqgaf arsiq yapyav mae lor? Aqgan arbawq-anr siqguq arsiq yapyav mae laq? 
MAT.7.17	Khoerlof-aer durni, arbawr yawmuiq dawqtawvluf arsiq yawmuiq siqle-awr, maqmuiq-eu arbawr-aq, maqmuiq-eu arsiq siqle-eu mae. 
MAT.7.18	Arbawr yawmuiq-anr nae maqmuiq-eu arsiq maq siqle nya-aer, maqmuiq-eu arbawr-anr nae arsiq yawmuiq maq siqle nya-a. 
MAT.7.19	Arsiq yawmuiq maq siqle-eu arbawr yawqbawr navluf-anr turdzae-awr, miqdzaq-anr bafpuiv taef-a. 
MAT.7.20	Khoermirnae, tsawrhaq khoerdeuq-euq arsiq-anr haw nar-aq, aqyawf maf-anr siqnya taef-a.
MAT.7.21	“Ngaq-anr, ‘Sanqpaq-or! Sanqpaq-or’ laer kharkur-eu tsawrhaq yawqghaq navluf-aer, mqtav mirkhanq-anr ya urler-eu maqngeur-a. Mq-euq khoertav jawr-eu ngaqDa nuima tsaqni mr-eu tsawrhaq deuq taef-aer ya urler-eu mae. 
MAT.7.22	Khoerngae nan, tsawrhaq ghawqmya’ni, ngaq-anr heulof-aer aerlar taef-a, ‘Sanqpaq-or! Sanqpaq-or! Nga’maf, nawq-euq tsawrmyanr-anr ghoe-awr Miqyaer gharduq ngaeqdan-awr, nawq-euq tsawrmyanr-anr ghoe-awr naef-anr taedov-euq uqtaf, nawq-euq tsawrmyanr-anr ghoe-awr zanqler paq-aer ghae-eu ghawqmya jeq mr-euq maqngeur-a lor?’ 
MAT.7.23	Khoerngae, ngar, aqyawf maf-anr heulof-aer aernaeq ma, ‘Zanrdawq-anr leur-eu jeq mr-eu tsawrhaq-or! Ngar, nawmaf-anr maq siqnya nya. Ngar jawr-eu gar nae dov-ir-awq.’
MAT.7.24	“Khoermirnae, ngar maeq-eu dawq heudeuq gaq-awr mrcaw-eu aqsur ghaq maqkaq, khaqlo-euq khoertav zeurdanr danr-awr nymr tsov-euq zaqsiq tsawrganr anr-eu tiq ghaq-anr dur-eu mae. 
MAT.7.25	Uqyaer yaerle-awr, irjeuq jeuqle-eu uqtaf, jaqlaer bawlar-awr ciqtanq ciqtuv lar-eu khawf, nymr khoernymr, khaqlo-euq khoertav tsovtaq-euq mirnae maqcoq-ir-aq.
MAT.7.26	“Ngar maeq-eu dawq heudeuq gaq-euq khawf maq mrcaw-eu aqsur ghaq maqkaq, kharshuif-euq khoertav nymr tsov-euq aqdzawq argan tiq ghaq-anr dur-eu mae. 
MAT.7.27	Uqyaer yaerle-awr, irjeuq jeuqle-eu uqtaf, jaqlaer bawlar-awr ciqtanq ciqtuvlar ngae, nymr khoernymr coq-ir-awr, coqpyav coqshav jir-euq mae.”
MAT.7.28	Yeqsur khoerlof-aer maeqnaeq tsovnaeqghaq ngae, aqyawf nae maeq-awr tsov-euq gar yagaq-euq tsawrhaq dawqtawvluf zanq duidui ler-euq mae. 
MAT.7.29	Aqjeq mirnae aernar-aq, Yeqsur-aq, zanr maeq-eu deuq lof-aer maqngeurni, aryaq jav-eu tiq ghaq lof-aer maeqnaeq tsovnaeq-eu mae.
MAT.8.1	Yeqsur, gawqjawq-anr nae zafkale ngae, tsawrhaq armaf mafma, aqyawf-euq maeqnan cantae luf-eu mae. 
MAT.8.2	Khoerngae, coiqdoi nar-eu tiq ghaq, aqyawf jawr-eu gar lar-awr, aqyawf-anr uqduq tanqtanq-aer aer-eu, “Sanqpaq-or! Nawr janrmawf nar-aq, ngar shawrlarni nawr janrnya mae.” 
MAT.8.3	Yeqsur, aqlaf cawqja-awr, khoerghaq-anr toeqciv-awr aer-eu, “Ngar janrmawf mir-a. Nawr shawrlar-awq.” Khoerngae, tiqpov taef-aer khoerghaq-euq coiqdoi nargawr shawrlar-euq mae. 
MAT.8.4	Yeqsur, aqyawf-anr aernaeq-eu, “Nawr, tiqghaq-anr-iq taq ja’naeq de-eq. Pirma jawr-eu gar le-awr, nawq-euq mawrdo-anr bi tsermr hawler-awq. Khoeruqtaf, nawr taqler-euq gar aqcawq yasiqni, 
MAT.8.5	Yeqsur, Gaqbeqneqoq-anr urler ngae, 
MAT.8.6	aer-eu, “Sanqpaq-or! Ngaq-euq kuirlaf zaqkhav tiq ghaq kuirshir lafshir shir-awr, nar duidui-eu lafkhoer irkanr galuf-eu mae.” 
MAT.8.7	Khoerngae, Yeqsur, aqyawf-anr aernaeq-eu, “Ngar, aqyawf-anr lavtaq naeqle ma.” 
MAT.8.8	Khoer-anr, yardzoeq guirhuq khoerghaq heulof-aer aerkhof naeq-euq mae: “Sanqpaq-or! Nawr, ngaq-euq irkanr urle-eu gar, ngar maqgeux nya. Nawr dawq tiq dawq taef-aer ngaeq-eu khawf, ngaq-euq kuirlaf zaqkhav taqler taef-a. 
MAT.8.9	Aqjeq mirnae aernar-aq, ngar, aqcawq-euq aryaq-euq lafov jawr-awr, ngaq-euq lafov khawf guirzaq deuq jawr-eu ma. Heughaq-anr ‘Ir-awq’ laer aer ngae, aqyawf ir-awr, khoerghaq-anr ‘Lar-awq’ laer kur nar-aq, aqyawf lar-eu mae. ‘Nawr heujeq mr-awq’ laer ngaq-euq kuirlaf zaqkhav-anr aernaeq ngae, aqyawf mr-eu mae.”
MAT.8.10	Yeqsur khoerlof-aer aer-eu gar yagaq ngae, zanq duidui ler-awr aqyawf-euq maeqnan cantae luf-eu deuq-anr heulof-aer aernaeq-euq mae: “Ngar, nawmaf-anr aqdirma-aer aernaeq nyar, Irsaqleqlav tsawrhaq-euq lafkhoer, ngar heunav nav-aer jan-eu tsawrhaq maq mawrhaw-aq. 
MAT.8.11	Ngar, nawmaf-anr par aernaeq nyar. Nanrma dovkhaeq, gakhaeq paw jawr-eu tsawrhaq ghawqmya’ni lar-awr, mqtav mirkhanq-euq lafkhoer, Aqbyaqhaq, Irtsav hawr-eu Yaqkov naeq-aer hawqjawq ya jawqtaf taef-a. 
MAT.8.12	Aerkhawf, Irsaqleqlav mirkhanq-euq zaqdeuq-aq, lafnyir paw zanrtsuini ghae-eu gar bi taedzae taq-awr, khoergar jawr-awr noeqshaq duidui-eu lafkhoer ngoerngoer-aer seuq yateuf taef-a.”
MAT.8.13	Khoernar-aq, Yeqsur, yardzoeq guirhuq khoerghaq-anr aernaeq-eu, “Nawr ghof-ir-awq, nawr jan-eu lof-aer nawq-euq gharduq pyeuflar-euq mae.” Khoerngae, kuirlaf zaqkhav khoerghaq taqler-euq mae.
MAT.8.14	Yeqsur, Beqtuvluv-euq irkanr ur-ir ngae, Beqtuvluv-euq tsawrmawq aqbur ghaq pyaqpyaq-aer galuf-eu gar ya’mawr-euq mae. 
MAT.8.15	Yeqsur, aqyawf-euq aqlaf-anr toeqciv ngae, pyaq-eu khoer lawq-ir-euq mae. Khoernar-aq, aqyawf tsawqtur-awr, Yeqsur-anr hawqbyawr lavdawv naeq-euq mae.
MAT.8.16	Mq cifle ngae, aqcawq, Yeqsur jawr-eu gar naef ur-eu tsawrhaq ghawqmya ni-anr sheuqlaf-euq mae. Aqyawf dawq tiq dawq nae taef-aer, naef khoerdeuq-anr taedov jir-euq mae. Khoeruqtaf, nar-eu tsawrhaq dawqtawv luf-anr khawf bi taqler-euq mae. 
MAT.8.17	Aqyawf khoerlof-aer janr-eu-aq, Miqyaer gharduq ngaeqdan-eu Irsaqyar nae aertaq-euq dawq heudawq byanlar-euq mae,
MAT.8.18	Tsawrhaq armaf mafma, aqyawf-euq tiqjawq jawrluf-eu gar Yeqsur ya’mawr ngae, lan-euq khoerpaw baq-anr tsaev-ir-awq laer khaer-euq mae. 
MAT.8.19	Khoerngae, zanr maeq-eu tiq ghaq lar-awr aer-eu, “Saqlaq-or! Nawr aqgeugar ir-eu maqkaq, ngar, nawq-euq maeqnan cantaele ma.” 
MAT.8.20	Khoer-anr Yeqsur aernaeq-eu, “Byaqhir-aq, khaeqbanq baw-awr, mqtav zaw-eu arjir khawf banq jav-eu mae. Aerkhawf, 
MAT.8.21	Khoerngae, zaqlanr yawqghaqyawq, Yeqsur-anr aernaeq-eu, “Sanqpaq-or! Ngar ghof-ir-awr ngaqda-anr jeqhu bi bafpanq-ir laf.” 
MAT.8.22	Khoerngae, Yeqsur, aqyawf-anr aernaeq-eu, “Shir-euq tsawrhaq-anr-aq, shir-euq tsawrhaq nae bi bafpanq-awq. Nawr-aq, ngaq-euq maeqnan cantae lar-awq.”
MAT.8.23	Yeqsur, lawq-anr urler-awr irluf ngae, aqyawf-euq zaqlanr deuq khawf, aqyawf naeq-aer irluf-eu mae. 
MAT.8.24	Khoerngae, tiqpov taef-aer iqmalavshav-euq khoertav jaqlaer laerma bawlar-awr, irluv dzae duidui lar-awr, lawq-anr ircuf dzaepymqlar luf-eu mae. Aerkhawf, Yeqsur-aq, yufkhav taq-euq mae. 
