MAT.1.1	Sanqbof heu-aq, 
PSA.79.6	Nawq-euq tsawrmyanr-anr maqkur-eu mirkhanq-euq khoertav,
PSA.79.6	Nawq-euq nuima paer-eu jeq shaevdav naeq-awq.
PSA.79.7	Aqjeq mirnae aernar-aq, aqyawfmaf, Yaqkov-anr kawfdzaq jir-awr;
PSA.79.7	Aqyawfmaf, aqyawf-euq jawrduq jawrzar lavcawvjir naeq-euq mae.
PSA.79.8	Nga’maf-anr coeqlar-eu dzeurlaf ngae-euq yawlaeq yawca, ngaer naeqlaf-awq.
PSA.79.8	Nawq-euq nanqyuni ghawqshaq gaq-eu jeq,
PSA.79.8	Nga’maf-anr yawkawr-aer bi keuvle naeqlaf-awq.
PSA.79.8	Aqjeq mirnae aernar-aq, nga’maf yawkhav-aer bi gheu’aw taq-euq mir-a.
PSA.79.9	Nga’maf-anr kakhof-eu ghaq pyeuf-eu Miqyaer-or,
PSA.79.9	Nawq-euq tsawrmyanr yawshaef khanqsaer za’ni,
PSA.79.9	Nga’maf-anr cawba naeqlaf-awq.
PSA.79.9	Nawq-euq tsawrmyanr muiqni, nga’maf-anr bibuq-ir-awr,
PSA.79.9	Nga’maf-euq iqbax-euq gharduq lawrdan-eu jeq laeqhmq naeqlaf-awq.
PSA.79.10	Aqjeq ghae-eu aqcawq tsawrjeuq heulof-aer bi’aer-eu,
PSA.79.10	“Aqyawf maf-euq Miqyaer aqgeugar jawr-eu la?”
PSA.79.10	Nawq-euq kuirlaf zaqkhav deuq-anr shiq lavdov-euq deuq-anr,
PSA.79.10	Lafpov povkhof naeq-eu garkawv, nga’maf-euq maeqshi,
PSA.79.10	Tsawrjeuq tsawrca deuq-anr bisiq-awq.
PSA.79.11	Kuv-anr bidawv-euq deuq manr-eu tersar nawr jawr-eu gar bi larkeuv-awq.
PSA.79.11	Huiq-awr manr-eu nawq-euq baoq-anr ghoe-awr,
PSA.79.11	Yashir mae laer bi dartsaev taq-euq deuq-anr bidzeur-ir-awq.
PSA.79.12	Sanqpaq Miqyaer-or! Nga’maf-euq dawqpae jawr-eu deuq-euq bawkhanr-anr keuvni,
PSA.79.12	Nawq-anr ngaeqdoer-euq jeq yur-awr,
PSA.79.12	Aqyawf maf-anr shif myav byan’ni janrkhof naeq-awq.
PSA.79.13	Khoerngae, nawq-euq daega-anr jawr-eu yawr,
PSA.79.13	Nawq-euq tsawrhaq pyeuf-eu nga’maf,
PSA.79.13	Nawq-euq guiqlanq-anr li-eu maqbawni jaceuq-awr,
PSA.79.13	Yawqzir navluf nawq-anr jaceuq-eu jeq bi mawryaf ma.
PSA.80.1	Yawrmaf-anr sheuqghae-eu lof-aer Yorsaev-anr sheuqghae-awr,
PSA.80.1	Yawr bo-eu lof-aer Irsaqleqlav-anr bosav-eu ghaq-or,
PSA.80.1	Nga’maf-anr naqbawr ciqkhmr naeqlaf-awq.
PSA.80.1	Jeqlurbeq-euq yawkaq-anr jawrluf-eu ghaq-or,
PSA.80.1	Yawshaef byadov lef-awq.
PSA.80.2	Erpaqleq, Beqyaqmiq hawr-eu Maqnarseq-euq maeqshi,
PSA.80.2	Nawq-euq ghaq bimawr-eu lafkhoer,
PSA.80.2	Oe-awr nga’maf-anr kakhof naeqle-awq.
PSA.80.3	Miqyaer-or! Nga’maf-anr lavmuiqkhof naeqlaf-awq.
PSA.80.3	Nga’maf kakhof-eu jeq za’ni, nawq-euq myavpyawq-anr nae,
PSA.80.3	Yawshaef bi byadov lef-awq!
PSA.80.4	Guirmaf-euq Miqyaer pyeuf-eu Ya’we Miqyaer-or!
PSA.80.4	Nawq-euq tsawrhaq guiqlanq shar-eu gar,
PSA.80.4	Nawr nuima aqmyan keuvni paer-eu laer ghae-eu le?
PSA.80.5	Nawr, aqyawf maf-anr myavbir-euq dzar bidzaq-awr,
PSA.80.5	Aqyawf maf-anr myavbir ghawqmya’ni bidawr-euq mae.
PSA.80.6	Nawr, nga’maf-anr, nga’maf-euq dawqpae jawr-eu deuq naeq-aer bi caedzaq naeqlaf-awr,
PSA.80.6	Nga’maf-anr muir-eu deuq, aqyawfmaf yawkaq uirluf-eu mae.
PSA.80.7	Guirmaf-euq Miqyaer-or! Nga’maf-anr lavmuiqkhof naeqlaf-awq.
PSA.80.7	Nga’maf kakhof-eu jeq za’ni, nawq-euq myavpyawq-anr nae yawshaef bi byadov lef-awq!
PSA.80.8	Nawr, Irjirtuv-anr nae aqgaf cirni tiq ni yurlaf-awr,
PSA.80.8	Nawr, aqcawq tsawrjeuq deuq-anr taedzae-awr,
PSA.80.8	Aqgaf cirni ka-euq mae.
PSA.80.9	Nawr, aqgaf cirni-euq gharduq mirtsaq laeqhmq-awr,
PSA.80.9	Duqcir ghawqmanrni bi ka’nafghae ngae,
PSA.80.9	Mirkhanq khanqlanni uvbyan jir-euq mae.
PSA.80.10	Bawduv khoer, gawqdur-anr gurba bakaq taq-awr,
PSA.80.10	Uqpyaq uqlaf deuq-aq, huiq-awr gor-eu shuqlir arbawr-anr uvtaeq taq-euq mae.
PSA.80.11	Uqpyaq uqlaf deuq, iqmalavshav-anr keuvni, cawqjadov ghae-awr,
PSA.80.11	Lafmyav deuq lawrbaq-anr keuvni, cawqjakeuv taq-euq mae.
PSA.80.12	Aqgaf yar-euq garma-anr khar cantsaev-eu deuq, arsiq bipyav paq-aer,
PSA.80.12	Nawr aqjeq mirnae, mrjawq taq-euq yarkmr-anr ngawqpyav-euq le?
PSA.80.13	Yarsaq-euq zafteq deuq, aqgaf bawduv-euq duqcir boeqlaev-awr,
PSA.80.13	Daega-anr gav-eu bawrtsanq-euq jeqzaq deuq, aqgaf dzaqjir-eu mae.
PSA.80.14	Guirmaf-euq Miqyaer-or! Shar ma!
PSA.80.14	Nga’maf-anr lavmuiqkhof naeqlaf-awq.
PSA.80.14	Mq-euq khoertav nae nga’maf-anr hawka lef-awr,
PSA.80.14	Hawmawr-awr, aqgaf yarkmr heukmr-anr hawle-awq.
PSA.80.15	Nawq-euq armar laf nae kataq-euq aqgaf yarkmr hawr-eu,
PSA.80.15	Nawq-euq gharduq ghaq bikhav-euq lafmyav-anr hawle-awq.
PSA.80.16	Aqgaf cirni bi coerdzae-awr, miqdzaq nae bi keuqpuiv-euq mae.
PSA.80.16	Nawq-euq myavpyawq mrzanr ngae, aqyawfmaf cawv-ir-eu mae.
PSA.80.17	Nawq-euq aqlaf, nawq-euq armar paw jawr-euq ghaq-euq khoertav bijav-awr;
PSA.80.17	Nawq-euq gharduq ghaq bikhav-euq tsawrhaqzaq-euq khoertav bijav-awq.
PSA.80.18	Khoernar-aq, nga’maf, nawq-anr narkhan maqpar ciqpyawrnaeq ma.
PSA.80.18	Nga’maf-anr lavdaef naeqlaf-awq.
PSA.80.18	Nga’maf, nawq-euq tsawrmyanr-anr kur ma.
PSA.80.19	Guirmaf-euq Miqyaer pyeuf-eu Ya’we Miqyaer-or,
PSA.80.19	Nga’maf-anr lavmuiqkhof naeqlaf-awq.
PSA.80.19	Nga’maf kakhof-eu jeq za’ni,
PSA.80.19	Nawq-euq myavpyawq-anr nae yawshaef bi byadov lef-awq!
PSA.81.1	Aqdui-euq ghaq pyeuf-eu Miqyaer-anr,
PSA.81.1	Tersar yawkhav-aer carnaeq-awq.
PSA.81.1	Yaqkov-euq Miqyaer-anr laqkhaq caer-eu lafkhoer gurgaq-awq.
PSA.81.2	Cardawq cardov laf-awr caexlaer civ-awq.
PSA.81.2	Narhaq muiq paq-aer deur-mq diq-awr bawqlaw baw-awq.
PSA.81.3	Bala lashuif tsaeqlar ngae, lalov lovlar ngae hawr-eu,
PSA.81.3	Yawbui bui-eu arnan-anr darhae baw-awq.
PSA.81.4	Aqjeq mirnae aernar-aq,
PSA.81.4	Heu-aq, Irsaqleqlav-euq zanrtaq khoftaq mae.
PSA.81.4	Yaqkov-euq Miqyaer nae biftaq-euq zanrdawq mae.
PSA.81.5	Aqyawf nae Yorsaev-euq lafkhoer dawqdzawr lof-aer bifyaf-euq mae.
PSA.81.5	Aqyawf, Irjirtuv-anr cantsaev ghaeluf ngae,
PSA.81.5	Ngar maq ghovshaw nya-eu dawqngaeq dawqbav yagaq-euq ma.
PSA.81.6	“Ngar, aqyawf-euq bafpu-anr darluf-eu khavbaev yurdzae naeq-awr;
PSA.81.6	Aqyawf-euq aqlaf-anr nae, khavpuq yurdov naeq-euq ma.
PSA.81.7	Nawr, gardzaq garkawv-euq lafkhoer kur ngae,
PSA.81.7	Ngar, nawq-anr bibuq-ir-euq ma.
PSA.81.7	Ngar, zaftaq-euq jawrduq mqjeq-euq lafkhoer nae,
PSA.81.7	Nawq-anr ngaeqkhof-euq ma.
PSA.81.7	Ngar, nawq-anr Maqlirbaq lawrgawv-euq dawqpae tsermr haw-euq ma. 
PSA.81.8	“Ngaq-euq tsawrhaq-or! Narhaq sher-eq.
PSA.81.8	Ngar, nawq-anr aernoeqnaeq nyar!
PSA.81.8	Irsaqleqlav-or! Nawr, ngaq-euq dawq-anr bi narhaqmawf mir-a!
PSA.81.9	Nawmaf-euq ghanrcae, aqcawq-euq miqyaer taqbi javlar.
PSA.81.9	Nawmaf, aqcawq-euq miqyaer-anr uqduq khawf taqtanq.
PSA.81.10	Ngar-aq, nawmaf-euq Miqyaer pyeuf-eu Ya’we Miqyaer ma.
PSA.81.10	Nawmaf-anr Irjirtuv-anr nae sheuqdov laf-euq ghaq ma.
PSA.81.10	Nawmaf-euq khaqmae mrnga-awq,
PSA.81.10	Ngar, nawmaf-anr bidzaq bi dawrdaev ma.
PSA.81.11	“Aerkhawf, ngaq-euq tsawrhaq, ngaq-euq tersar-anr maq narhaq-a.
PSA.81.11	Irsaqleqlav, ngaq-anr tiqpawf-iq maq geufnaeq laf-a.
PSA.81.12	Khoermirnae, ngar, aqyawfmaf nuima ghanr-eu lof-aer bidaef-awr;
PSA.81.12	Aqyawf ha-euq maeqbawq kharjav-eu lof-aer bican-euq ma.
PSA.81.13	“Or, ngaq-euq tsawrhaq, ngaq-anr narhaq naeqlaf lawnmr-aq,
PSA.81.13	Irsaqleqlav, ngaq-euq garma-anr can-eu lawnmr-aq!
PSA.81.14	Ghawqmyanr maqghae-aer,
PSA.81.14	Ngar, aqyawf maf-anr muir-eu deuq-anr zuivghaq-awr,
PSA.81.14	Ngaq-euq aqlaf bafpyawr-awr,
PSA.81.14	Aqyawf maf-anr caelar-eu deuq-anr deuvghaq ma.
PSA.81.15	Ya’we Miqyaer-anr byae-eu deuq, awbyav-eu janrgeuf taef-a.
PSA.81.15	Aerkhawf, aqyawfmaf yadaq-eu jeq,
PSA.81.15	Mqmaq maqbyav yarzir yadaq taef-a.
PSA.81.16	Aqyawf, aqyawf maf-anr muiq duidui-eu dzaqla ghovcaer bidzaq-awr,
PSA.81.16	Ngar, nawmaf-anr logur-euq byaquir tiqdaev bidawr ma.”
PSA.82.1	Miqyaer, ghaq khav-eu deuq uiqler taq-awr jawr-eu gar yawf-awr,
PSA.82.1	Aqyawf, miqyaer deuq-euq ghanrcae yarkhaq dar-awr aer-eu;
PSA.82.2	“Nawmaf, zaqhuiq zaqnyir tser-awr tsawrcawv paw pyawq-awr,
PSA.82.2	Maqdawr maqtsaq-eu lafkhoer aqmyan keuvni,
PSA.82.2	Yarkhaq dar-eu laer ghae-eu le? 
PSA.82.3	Irshaqzaq hawr-eu aqda maqbaw-eu deuq-anr hawpir naeq-awq.
PSA.82.3	Shaqzaq zanqzaq hawr-eu shaqzanq daqluf-eu deuq-anr,
PSA.82.3	Dawr-awr tsaq-eu jeq janrnaeq-awq.
PSA.82.4	Irshaqzaq hawr-eu shaqzaq zanqzaq-anr kakhof-awr,
PSA.82.4	Tsawrcawv-euq aqlaf-anr nae bibuq-ir-awq.”
PSA.82.5	Aqyawfmaf maq siqnya-aer, aqyawfmaf maq ghovshaw nya’ni,
PSA.82.5	Aqyawfmaf, yawzanr-euq lafkhoer canluf-eu mae.
PSA.82.5	Mirtsaq-euq dawqpaeq duqpur dawqtawvluf maqzif-a.
PSA.82.6	Ngar aer-eu, “Nawmaf-aq, miqyaer deuq mae.
PSA.82.6	Nawmaf yawqghaq navluf gor duidui-eu ghaq-euq zaqdeuq taef mae.
PSA.82.7	Aerkhawf, nawmaf, tsawrhaqzaq lof-aer yashir-awr,
PSA.82.7	Mirtsaq-euq dzoeqda tiq ghaq lof-aer yacoq-ir taef-a.”
PSA.82.8	Miqyaer-or! Tur-awr, mirtsaq-anr yarkhaq dar-awq.
PSA.82.8	Aqjeq mirnae aernar-aq,
PSA.82.8	Tsawrjeuq dawqtawvluf nawq-euq jeqbir mae.
PSA.83.1	Miqyaer-or! Maqngaeqni taqjawr naeqlaf!
PSA.83.1	Maqngaeq maqtmrni taqjawr naeqlaf.
PSA.83.1	Miqyaer-or! Ciqcurni taqghae naeqlaf!
PSA.83.2	Aqjeq mirnae aernar-aq, hawsher-eq,
PSA.83.2	Nawq-anr muir-eu deuq luiqgha lar-awr,
PSA.83.2	Nawq-anr byae-eu deuq,
PSA.83.2	Aqyawf maf-euq uqduq bafdir laf-euq mae.
PSA.83.3	Aqyawfmaf, nawq-euq tsawrhaq-anr,
PSA.83.3	Yawganr zmq-awr muir-eu laer tovluf-awr,
PSA.83.3	Nawr hawpir-eu deuq-anr, muir-eu laer gagm-awr,
PSA.83.3	Maeqbawq mrluf-eu mae.
PSA.83.4	Aqyawfmaf aer-eu, “Lar-awq, aqduimaf,
PSA.83.4	Aqyawf maf-anr tsawrjeuq maqbi pyeufni deuvtsaevdzae ma.
PSA.83.4	Irsaqleqlav-euq tsawrmyanr taqpar bi noeqkeuv law.”
PSA.83.5	Aqyawfmaf nuima tiqgar taf-eu lafkhoer,
PSA.83.5	Tiqkawv lof-aer maeqbawq mr-awr,
PSA.83.5	Aqyawfmaf, nawq-anr muir-eu gharduq sarjax dzaqtaq-euq mae.
PSA.83.6	Heudeuq-euq saeqghawv;
PSA.83.6	Eqdoq hawr-eu Irshaqmeqlar, Mawrbav hawr-eu Haqgaqlar,
PSA.83.7	Geqbaqlav, Aqmoq hawr-eu Aqmaqlaer,
PSA.83.7	Pirlirtiv hawr-eu Durlu mirtsaq-anr jawr-eu deuq,
PSA.83.8	Aqshurliv khawf, aqyawfmaf naeq-aer gmle-awr,
PSA.83.8	Lawrtaq-euq zaqdeuq uvdeuq-euq ghaq pyeuf-eu mae. 
PSA.83.9	Nawq nae Mirdiqyaq-anr janrnaeq-euq lof-aer,
PSA.83.9	Girshoq lawrbaq-euq dawqpae,
PSA.83.9	Sirseqlar hawr-eu Yaqbiq-anr janrnaeq-euq lof-aer,
PSA.83.9	Aqyawf maf-anr janrnaeq-awq.
PSA.83.10	Aqyawfmaf, Eqdawqlav mirtsaq-anr yacawv-ir-awr,
PSA.83.10	Mirtsaq-anr biqdzae-euq javguv javmeuq pyeuflar-euq mae.
PSA.83.11	Aqyawf maf-euq tsawrhuiq tsawrma deuq-anr,
PSA.83.11	Orleqbav hawr-eu Zerbav-anr janrnaeq-euq lof-aer janrnaeq-awq.
PSA.83.11	Aqyawf maf-euq dzoeqda dawqtawv luf-anr, Zeqban hawr-eu
PSA.83.11	Zaqlaqmurnaq-anr janrnaeq-euq lof-aer janrnaeq-awq.
PSA.83.12	Aqyawfmaf aer-eu, “Miqyaer-euq jawrduq,
PSA.83.12	Aqdui-euq myawqganq pyeuflarni yurgeuf ma.”
PSA.83.13	Ngaq-euq Miqyaer-or! Aqyawf maf-anr,
PSA.83.13	Laerzeuv nae bi byavdzae-euq khaqlaer lof-aer bidur-awr,
PSA.83.13	Jaqlaer nae bi bawdzae-euq khaqpuiq-anr bidur-awq.
PSA.83.14	Arbawr yarsaq-anr miqdzaq puiv-eu lof-aer hawr-eu,
PSA.83.14	Gawqjawq-anr miqdzaq dofler-awr miqlmr nyaev-eu lof-aer,
PSA.83.15	Nawq-euq mqjeq jaqlaer nae aqyawf maf-anr tae-awr;
PSA.83.15	Nawq-euq jaqlaer laerma nae aqyawf maf-anr lavguv naeq-awq.
PSA.83.16	Ya’we Miqyaer-or! Aqyawfmaf, nawq-euq tsawrmyanr-anr povni;
PSA.83.16	Aqyawf maf-euq myavpyawq tiqpawf-iq maqjavni, daq biga-ir-awq.
PSA.83.17	Aqyawfmaf li-eu maqbawni ghaq bibaq-awr,
PSA.83.17	Yawbanq yawlanr-aer pyeuf-ir luf-ur.
PSA.83.17	Aqyawfmaf daqga-ir-awr cawv-ir luf-ur.
PSA.83.18	Nawr tiq ghaq taef-aer Ya’we Miqyaer laer kur-eu ghaq-aq,
PSA.83.18	Mirtsaq dawqtawv luf-euq khoertav nae,
PSA.83.18	Gor duidui-eu ghaq pyeuf-eu garkawv,
PSA.83.18	Aqyawf maf-anr siqnyaler luf-ur.
PSA.84.1	Guirmaf-euq Ya’we Miqyaer-or;
PSA.84.1	Nawq-euq saqpar saeqghawv arnavni hawmuiq-eu nga!
PSA.84.2	Ya’we Miqyaer-euq nymr-euq povka jawrler mawfsaef-awr,
PSA.84.2	Ngaq-euq nuima saflar ngeurdzaeq myafler paq-aer ghae nya.
PSA.84.2	Ngaq-euq nuima hawr-eu shiqshaq,
PSA.84.2	Daefluf-eu Miqyaer-anr kurluf-eu ma.
PSA.84.3	Jartseuv nymr povmawr-awr,
PSA.84.3	Jawfjirjawfghaf khawf, aqyawf-euq gharduq banq povza-awr,
PSA.84.3	Yawqha-euq zaq biyuf-eu banq bawlar-euq mae.
PSA.84.3	Ngaq-euq Sanqpaq hawr-eu ngaq-euq Miqyaer pyeuf-eu,
PSA.84.3	Guirmaf-euq Ya’we Miqyaer-or,
PSA.84.3	Aqyawfmaf, nawq-euq lawrduq-euq dawqpae jawr-eu mae.
PSA.84.4	Nawq-euq nymr-euq lafkhoer jawr-eu tsawrhaq-aq,
PSA.84.4	Guiqlanq huiq-eu mae. Aqyawfmaf, nawq-anr jaceuq luf-a siq. 
PSA.84.5	Guiqlanq povgeuf-eu laer garma dov-ir-eu nuima anr-awr,
PSA.84.5	Nawq-euq lafkhoer ghaq ghoe-eu tsawrhaq-aq, guiqlanqhuiq taef-a.
PSA.84.6	Aqyawfmaf Baqkaq
PSA.84.6	Cuq jav-eu jawrduq bi pyeuflar-awr,
PSA.84.6	Uqyaer yawbae banq-euq baqda’nae khawf,
PSA.84.6	Lan ghawqmya’ni javlar-euq mae.
PSA.84.7	Aqyawfmaf maeqhu paw ngaeq-aer leghae nar-aq,
PSA.84.7	Ghaq ngaeq-aer anrdzaeq lar-awr;
PSA.84.7	Aqyawf ghaq aqyawf, Ziroq-euq lafkhoer Miqyaer-euq maeqshi ya lekeuv-euq mae.
PSA.84.8	Guirmaf-euq Miqyaer pyeuf-eu Ya’we Miqyaer-or,
PSA.84.8	Ngaq-euq guiqlanq shardawq-anr narhaq naeqlaf-awq.
PSA.84.8	Yaqkov-euq Miqyaer-or! Naqbawr ciqkhmr naeqlaf-awq. 
PSA.84.9	Miqyaer-or! Nga’maf-euq daeqdaqduq-anr hawsher-eq!
PSA.84.9	Nawq nae tsaqtsov-euq ghaq-euq myavpyawq-anr hawcawq naeq-awq.
PSA.84.10	Nawq-euq nymr-euq povka tiq nan jawr-eu-aq,
PSA.84.10	Nuigar 1,000 nan jawr-eu navmaqtser poeq nya.
PSA.84.10	Tsawrcawv-euq saeqghawv-euq lafkhoer jawr-eu navmaqtser,
PSA.84.10	Miqyaer-euq nymr-euq ghovkhaeq-anr yawf-awr lof-eu-aq,
PSA.84.10	Ngar nuikhanr shirdzaeq ma.
PSA.84.11	Aqjeq mirnae aernar-aq, Miqyaer pyeuf-eu Ya’we Miqyaer-aq,
PSA.84.11	Nanrma hawr-eu daeqdaqduq pyeuf-eu mae.
PSA.84.11	Ya’we Miqyaer, guiqlanq yawdzanr hawr-eu,
PSA.84.11	Yawshaef khanqsaer bif-awr;
PSA.84.11	Aqyawf dawrcoeni can-eu deuq-anr,
PSA.84.11	Yawmuiq jeq maqbif-aer maqghae-a.
PSA.84.12	Guirmaf-euq Ya’we Miqyaer-or!
PSA.84.12	Nawq-anr ghoe-eu tsawrhaq-aq, guiqlanq huiq-eu mae.
PSA.85.1	Ya’we Miqyaer-or! Nawr, nawq-euq mirkhanq-anr ghoer mr-euq mae.
PSA.85.1	Nawr, aqcawq nae bi nyaefgeuf-euq Yaqkov-anr sheuqkhof naeqlaf-euq mae.
PSA.85.2	Nawr, nawq-euq tsawrhaq-euq yawlaeq yawca-euq iqbax-anr pyaeqnaeq-awr;
PSA.85.2	Nawr, aqyawf maf-euq iqbax dawqtawv luf-anr daeqkaq naeq-euq mae. 
PSA.85.3	Nawr nuima paer-eu dawqtawvluf bibyov-ir-awr;
PSA.85.3	Nawr nuima yawkhav-aer paer duidui-eu jeq-anr narkhan ciqpyawr-euq mae.
PSA.85.4	Nga’maf-anr kakhof-eu ghaq pyeuf-eu Miqyaer-or!
PSA.85.4	Nga’maf-anr lavmuiqkhof naeqlaf-awq.
PSA.85.4	Nawr, nga’maf-anr nuima paer-eu jeq bibyov-ir naeqlaf-awq.
PSA.85.5	Nawr, nga’maf-anr li-eu maqbawni nuima paer-eu laer ghae-eu le lor?
PSA.85.5	Nawq-euq nuipaer yawqzir navluf-anr bi cantae ghae-eu laer ghae-eu le laq?
PSA.85.6	Nawq-euq tsawrhaq, nawq-euq lafkhoer laqkhaqcaer larni;
PSA.85.6	Nawr, nga’maf-anr tiq pov maqpar lavdaef naeqlaf-eu laer ma laq?
PSA.85.7	Ya’we Miqyaer-or! Nawq-euq ghawqshaq gaq-eu jeq-anr bimawr naeqlaf-awr;
PSA.85.7	Nawq-euq kakhof-eu jeq bi keuvle naeqlaf-awq.
PSA.85.8	Ngar, Ya’we Miqyaer pyeuf-eu Miqyaer, dawq ngaeq-eu gar narhaq ma.
PSA.85.8	Aqjeq mirnae aernar-aq, aqyawf, aqyawf-euq tsawrhaq,
PSA.85.8	Hawr-eu aqyawf-euq tsawrshawr deuq-anr,
PSA.85.8	Nuisar zalar-eu jeq ngaeq taef-a.
PSA.85.8	Aerkhawf, aqyawfmaf nae aqdzawq argan gan-euq gar taqbi ghofkhof-ir.
PSA.85.9	Aqdui-euq mirkhanq-euq lafkhoer yawshaef khanqsaer javni;
PSA.85.9	Aqyawf-anr guv-eu deuq-euq dawqpae,
PSA.85.9	Aqyawf-euq kakhof-eu jeq aqdir javluf-eu mae.
PSA.85.10	Ghawqshaq gaq-eu jeq hawr-eu yawtsaq yawdawr jeq tanqdzoer-awr,
PSA.85.10	Tsaq-awr dawr-eu jeq hawr-eu nuisar of-eu jeq maeqsaw saw-euq mae.
PSA.85.11	Yawtsaq yawdawr jeq, mirtsaq-anr nae tanqdov laf-awr,
PSA.85.11	Tsaq-awr dawr-eu jeq, mq-anr nae hawkalef taef-a.
PSA.85.12	Ya’we Miqyaer, yawmuiq jeq bifnaeqlaf taef-a.
PSA.85.12	Aqdui-euq mirkhanq bawle zale taef-a.
PSA.85.13	Aqyawf-euq maeqhu tsaq-awr dawr-eu jeq candov ghae-awr;
PSA.85.13	Aqyawf nae ciq-euq kuirtof, aqdui-euq cankawv bi pyeuflar taef-a.
PSA.86.1	Ya’we Miqyaer-or! Nawq-euq naqbawr ciqkhmr lef-awr,
PSA.86.1	Ngaq-anr narhaq naeqlaf-awq.
PSA.86.1	Aqjeq mirnae aernar-aq,
PSA.86.1	Ngar-aq, shaqzaq zanqzaq pyeuf-eu irshaqzaq ma.
PSA.86.2	Ngar, yawshawr mirnae, ngaq-euq daefzir hawlanr naeqlaf-awq.
PSA.86.2	Nawr-aq, ngaq-euq Miqyaer mae.
PSA.86.2	Nawq-anr ghoe-eu, nawq-euq kuirlaf zaqkhav-anr,
PSA.86.2	Bibuq-ir naeqlaf-awq.
PSA.86.3	Sanqpaq Miqyaer-or! Ngar nan’ga-i nawq-anr gurgaq luf-eu mirnae,
PSA.86.3	Ngaq-anr ghawqshaq gaqnaeq laf-awq.
PSA.86.4	Sanqpaq Miqyaer-or! Ngar, ngaq-euq nuima saflar,
PSA.86.4	Nawq-anr ciqnaeq-eu mirnae;
PSA.86.4	Nawq-euq kuirlaf zaqkhav-euq nuima saflar-anr,
PSA.86.4	Laqkhaq bicaer naeqlaf-awq.
PSA.86.5	Aqjeq mirnae aernar-aq, Sanqpaq Miqyaer-or,
PSA.86.5	Nawr-aq, yawmuiq mae.
PSA.86.5	Nawq-anr kur-eu tsawrhaq dawqtawv luf-anr,
PSA.86.5	Ghawqshaq gaq-eu jeq byan-awr, aqmyanluf iqbax pyaeq-eu mae.
PSA.86.6	Ya’we Miqyaer-or! Ngaq-euq guiqlanq shardawq-anr,
PSA.86.6	Naqbawr ciqkhmr naeqlaf-awq.
PSA.86.6	Ngar tanqshar-eu tersar-anr narhaq naeqlaf-awq.
PSA.86.7	Nawr, ngaq-anr narhaq naeqlaf-eu mirnae,
PSA.86.7	Ngar, gardzaq garkawv ya’mawr-eu arnan keuvle ngae,
PSA.86.7	Nawq-anr kur ma.
PSA.86.8	Sanqpaq Miqyaer-or! Miqyaer nuideuq-euq lafkhoer,
PSA.86.8	Nawq-anr tiqghaq-iq maqdur-a.
PSA.86.8	Nawq nae gar mrtaq-euq lof-aer, tiqghaq-iq maq mrtaq-aq.
PSA.86.9	Sanqpaq Miqyaer-or! Nawq nae baetaq-euq tsawrjeuq dawqtawvluf,
PSA.86.9	Nawq-euq maeqshi lar-awr uqduq tanqlar taef-a.
PSA.86.9	Nawq-euq tsawrmyanr-anr ciqhuiq taef-a.
PSA.86.10	Aqjeq mirnae aernar-aq,
PSA.86.10	Nawr-aq, huiq-awr zanqler paq-aer ghae-eu jeq mrnya-eu mae.
PSA.86.10	Nawr tiq ghaq taef-aer Miqyaer pyeuf-eu mae.
PSA.86.11	Ya’we Miqyaer-or! Ngaq-anr nawq-euq garma maeqnaeq laf-awq.
PSA.86.11	Ngar, nawq-euq yawtsaq yawdawr-euq lafkhoer can ma.
PSA.86.11	Ngar, nawq-euq tsawrmyanr-anr guvnya’ni,
PSA.86.11	Ngaq-euq nuima yavuiq naeqlaf-awq.
PSA.86.12	Ngaq-euq Miqyaer pyeuf-eu Sanqpaq Miqyaer-or!
PSA.86.12	Ngaq-euq nuima dawqtawvluf nae,
PSA.86.12	Ngar, nawq-anr ciqhuiq ciqmanr ma.
PSA.86.12	Arsaq saq-eu maqbawni, ngar, nawq-euq tsawrmyanr-anr jaceuq ma.
PSA.86.13	Aqjeq mirnae aernar-aq,
PSA.86.13	Nawr, ngaq-anr ghawqshaq gaq-eu jeq zawr huiq-eu mae.
PSA.86.13	Nawr, ngaq-euq nuima saflar-anr,
PSA.86.13	Naf-eu shiqbuir lanma-anr nae bibuq-ir naeqlaf-euq mae.
PSA.86.14	Miqyaer-or! Nuima huiq-eu tsawrhaq tsawqtur-awr,
PSA.86.14	Ngaq-anr caelar luf-eu mae.
PSA.86.14	Coeqler deuqler paq-aer mr-eu baqmaf,
PSA.86.14	Ngaq-anr saef-eu laer povluf-eu mae.
PSA.86.14	Aqyawf maf-euq maeqshi, nawq-anr maqbi jawr-a.
PSA.86.15	Aerkhawf, Sanqpaq Miqyaer-or,
PSA.86.15	Nawr-aq, ghoer-awr gaq-eu jeq hawr-eu guiqlanq yawdzanr byan-awr,
PSA.86.15	Nuinoeq ghawqmanrni noeqnya-eu uqtaf;
PSA.86.15	Yawtsaq yawdawr hawr-eu,
PSA.86.15	Ghawqshaq gaq-eu jeq byan-eu Miqyaer mae.
PSA.86.16	Ngar jawr-eu paw ciqpyawr naeqlaf-awr,
PSA.86.16	Ngaq-anr ghawqshaq gaqnaeq laf-awq!
PSA.86.16	Nawq-euq kuirlaf zaqkhav-anr nawq-euq ghaq bifnaeq laf-awr;
