MAT.1.1	Abraham sapa David sapa Jesu Khrista ahungshuwna puhpee lerii 
HEB.3.6	Changgechuw Thangpa Khristaing aeengkuw bekhe tahlina Thangnhang Sapa aethacha arhuchuwga. Inieng aethona ittha engkhejege enhehpaaing niirchemeniebe inieje ama eengkuwgemie.
HEB.3.7	Chotahnaching Chipi Eonthiinging arhier,
HEB.3.7	“Atenie ningnuw ing aarur thietenuwbe,
HEB.3.8	rampasuwngna ningnuwchuw chaang ingeebiir khangkhing nimbelungriir beche maaresie.
HEB.3.9	Ama amhinnaching nangpu nangpihechuw chaang eebeerhege kum summillie nong ketu amhuwgehe.
HEB.3.10	Chonaching heve meesienhelina kebelung isii,
HEB.3.10	engkhejege kieng kerhier,
HEB.3.10	‘Emmenieng aphabekhena embelungriir bevehege kemindeen lhamchuw minghuwmaahe!
HEB.3.11	Kebelung isiipaaing ttongneer pehengge,
HEB.3.11	Keja mindena amhinnaching walhuwchemaasehe!”
HEB.3.12	Keu Kene Kesarhe, irhing Thangnhangchuw ninbethinna atu achuw engkhe athacha uwmma abelungriir itthama ningkarna enve arhuse tenuwng enriimsaruw. 
HEB.3.13	Changgechuw achuw engkhe ningkaarna isiicher belungrier ing auwmnamaaing ‘atenie’ ichii inie auwmlehing engkhele engkhe entthohsaruw; 
HEB.3.14	Ajiegachiinche inieng amhuwrna aethachabesalina attuhna iphang bechuw meniebe inieje Khristatho saruh ipha meehe ouwngshuwvateruw.
HEB.3.15	Hevehie arhierbesaga,
HEB.3.15	“Atenie ningnuw ing aarur thie tenuwbe,
HEB.3.15	aarhumaa belungrier arinhe khangkhing nimbelungriir bechemaa resie.”
HEB.3.16	Achuwgehe Thangnhang irurche thiehege arhumaa meehechuw? emmeniechuwbe Mosi ing Egyptena ahinrhiehechinga. 
HEB.3.17	Changgechuw Thangnhang ing kum summillie entaalina belung isiehie? Isiicher aatuhelina maakhang; emmeniechuwbe rampasungna ithiemaa gehekhang? 
HEB.3.18	Engkhejege entaalina Thangnhang ing ttong deenge ija amindena amhinte aewalhuw achemaahechuw? Engkhejege Thangnhang ttongdeen aminjiemaahe nhingnamaakhang? 
HEB.3.19	Emmenieng enthachamaa tahna aewalhuw achemaagehie ichii imhuwse.
HEB.4.1	Chotahnaching Thangnhang eenna aewalhuw arhuna ttongneer uwmkhangjenie amanaching awalhuwna chemaavang aetega tenuwng enriimsaruw. 
HEB.4.2	Ajiegachiinche enhingna ttong aminjaam khangkhing aenhingnaje arhierga. Changgechuw emmenieng thiehejenie kanamaahe, engkhejege thiehejenie enthacha maatahna aelhaangmaahe. 
HEB.4.3	Athacha iniechinbe Thangnhang Eongnanie amhin aewalhuw ichese. Thangnhang ing hanghing arhier,
HEB.4.3	“Kebelung isiiching ttong kedeenga,
HEB.4.3	emmenieching ja min lhenna ongna amhinteching walhuwchemaahenie.”
HEB.4.4	Ajiegachiinche aettha ttongjiir lintaangna hanghing arhier, Thangnhang ing asariina inielina arhier, engkhejege asarii iniena ija amindehga. 
HEB.4.5	Avonhie lintaang ttongjiirnaje arhier, “Emmenieching atihledong keja keminde amhinna lhuwchemaahenie.” 
HEB.4.6	Ajiegachiinche mee tepieching ama amhinna avalhuwna aeuwmgekhage, engkhejege mensarim aettha ttongjiir aathieheching ttong rhier aminjiimaatahna valhuwchemaahe, 
HEB.4.7	Chotahnaching avonhie inie engkhe perihhege– “Atenie inie” ichiehie aenhuwte David apaarna, mensah arhierkhangkhing:
HEB.4.7	“Atenie inienahing aarur thietenuwbe,
HEB.4.7	nimbelungriir bechemaresie.”
HEB.4.8	Ajiegachiinche Joshuaing emmeniechuw ija mindenachuw apeegeheniebe, Thangnhang ing inhuwte inie lintaanglina rhiermaavang atega. 
HEB.4.9	Chotahnaching Thangnhang meehe rotumna ija mindena inie uwmjehne; 
HEB.4.10	Ajiegachiinche Thangnhang iongna nie iniena aevalhuw amaching Thangnhang ing anongtena ija aminde khangkhing amaje anongbekhetena ija amindega. 
HEB.4.11	Chonaching mee achuwdong ing ttongrhier aminjie maatahna ivalhuwchemaa aemaanghe khangkhing aanshuwnamaang inieje eongna nie amhinte avalhuwnaing tusateruw. 
HEB.4.12	Thangnhang ttongchuwbe irhing, nong tuge aeuwm, paangkhelichang eengngeepah chimsie ithi ing engeepaa, rhingrierle chipi engkhejege humbekhe aantuena saruw phana singe amintthehche, engkheje amindeennale abelungrier bekhelina waajiir atuchega. 
HEB.4.13	Amaing atubesa peebekhe anhingna endangchemaa aeuwmmaadehga. Peebekhe simriipaamna ouwngthurcheluing endangcherga, aeuwmbekhe anhingna endangsengsong amhuwga. Engkhejege anhingna inieng itubekhe nongchuw tongvang aetega.
HEB.4.14	Enieng elhuwngseh khorpuw thanvente Thangnhangnhingte ihesi ama Thangnhang sapaga. Chotahnaching atebe aethachachuw menhemeniege ongsateruw. 
HEB.4.15	Itah khorpuwchuw ate deenmiege amaing isurnabekhe imminghuwpeese; amaing lolhiepaamna aongle alhambekhena chaang embier aanteuphuwga, engkhejege inieng chaang embier itahlina etheng khangkhing anhingnaje ethengga, changgechuw amaing isiikha tumaadeh. 
HEB.4.16	Chonaching aningsii engkhejege kanavang ichii aphana ebowmpeevang ichii ouwngkupeena lungsii iphanaing eruwng aongnabouwmte thona itthaing inheengsateruw.
HEB.5.1	Khorpuwbekhehie meekaartena kharhege nong amintugehe, emmenie nonghechuwbe Thangnhangte tuvang ichii inthina pee pewang atehechuw abumnaing aminsernagehe; hangchie khorpuwheching isii cher lina Thangnhangte enlhenna pee apeegehe. 
HEB.5.2	Atahrarahje isur aethaang hetho enghaa uwmge chove meeheching ajiidong minghuwluing amamaate ipier hechuw idejeh akhaangpeechega. 
HEB.5.3	Engkhejege khorpuwje hebekoungna meehe rotumna aminlhen apiga, changgechuw atahraraaje isursagekhage atahin isiicher atulinaje enlhen apeega. 
HEB.5.4	Engkhejege achuwdong ing enjaphuw phamchuw atahraraaing aalhaangmaaga, changgechuw Aaronchuw aeenkhangkhing amaje Thangnhang ing aeenga.
HEB.5.5	Khangkhing ichieng khorpuw elhuwng aanshuwnaing athienening empaasamaa; hanghing Thangnhang ing Khristanhingna arhier,
HEB.5.5	“Nang kesapagechie;
HEB.5.5	atenie inienahing Nangpa ouwngshuwsing.” 
HEB.5.6	Lintaang aettha ttongjiirna arhier,
HEB.5.6	“Nang ittiim inemaa khorpuwgechie,
HEB.5.6	Melkizedektena aanhuw ijieing ihungshuwgechie.”
HEB.5.7	Thangpaing simriipaamna meethoh enghaaing arhingle, ithietena aekarpee ache Thangnhangnhingte ttaage, amhee riechie ibouthoh enrhieng hinthamge engkhejege hinnhehsage Thangnhang ing amindeen atutaana abesangpeega. 
HEB.5.8	Jesuhie Thangnhang sapagejenie amaing ijaanang aphalina ttongrhier aminjienachuw atamsaape. 
HEB.5.9	Engkhejege Thangpaching amabekhe tuchehcherge Thangnhang ttongrhier aminjiebekhe mee rotumna Thangpaing isiikhatena aminlenchenachuw ouwngshuwse. 
HEB.5.10	Melkizedek ing atu inhuw ijieing Thangnhang ing Thangpachuw khorpuw elhuwng phamchuw apeepe.
HEB.5.11	Hevelinahing irhierphuw aenhimpaa uwmne, changgechuw ninronge thiemaatahna heve ttonghie arhierna luwne. 
HEB.5.12	Ate ningnuwchuwbe ouwngshuwjeh ing mee nimminchuw arhupe, changgechuw ningnuwhie avonhie Thangnhang ing eluwseh imminchuw ttonglina achuw engkhenhingtena iminchuwvang ichii thengse. Ate iphang nedoung ipeephuw sangkhom sajehwang ichieng uwmnechuw, enche asahna enthongmaachuw. 
HEB.5.13	Ajiegachiinche sangkhompang aeenheching dhormo icher nong etulina awaakhar shuwchemaa, ajiegachienche emmenieng nedoung ing uwmjehne. 
HEB.5.14	Changgechuw aesaaphuw enche buwhiebe changrier aephahe rotumga emmenieching aetthamaa aettha aminjongchegehe.
HEB.6.1	Chotahnaching inieng Khrista khu abetthiimnachuw betthomeniege alir ashuwnataate hinnhuwteruw; engkhejege Thangnhangchuw thachameniege mamenna ichamaa etubekhe bethin meniege Khristalina irhingnaing betthiimsateruw. 
HEB.6.2	Chiiluhnalina imminchuw, engkhejege, meetahlina kee isii, ithiehe aehangrhing, engkhejege ittiim inemaa waajiir etulina avonhie hinthur samaamenie. 
HEB.6.3	Engkhejege Thangnhang irhupeeniebe kinnuw ing tusavanggungte. 
HEB.6.4	Ajiegachiinche Khristachuw mahege aeuwmheching avonhie inrhingnate enteh arhuga? Emmenieng atataachuw tamsahege Thangnhang keethurje engkhejege Chipi Enthiingje emphabesaga, 
HEB.6.5	engkhejege Thangnhang ttong atthaanaje mintinhege, thengvang ichii ruwngperhechuw phasahege, 
HEB.6.6	engkhejege Thangpachuw embethin emmenie hangchieching avonhie belungrier amintharnahie shuwchemaanie; ajiegachienche emmenieng Thangnhang sapachuw inghum rotumnapang thingkherlina thehege endangjejohing ningjaa apeegehe. 
HEB.6.7	Ajiegachiinche atahlina khuw ejusuwrbour, aamhuwherotumna thingnhah lhuwngnhah abeshuwpee lolhieching Thangnhangtena borchuw aphaga. 
HEB.6.8	Changgechuw elheengchechor himminmhunniebe ama lolhiechuw arhumaaga engkhejege seraap aphanachuw innheengga; ama attuhnachuwbe mheena bethuwate.
HEB.6.9	Changgechuw keningsiihe, kinnuw ing hanghing ttongkhangjenuwng ningnuw khuna aetthaseh engkhejege isiichertena imminlenpee chuw kinthachaga. 
HEB.6.10	Ajiegachiinche Thangnhanghie atataa atuga, amaing nintu nongbekheje behermaadehnie, engkhejege mee nimbum ningsii nong nimmindangchuw behermaanie, engkhejege mee nimbumchuw Thangnhang ing enthievate. 
HEB.6.11	Ningnuw ing minchinludehing ninthachalina engkhejege ekhaangche apaarna ttongneerchuw apha meehechuw minjienuwng uwmtenuwge, 
HEB.6.12	Ningnuwbekheing attuhna ipha nimmindeenchuw alir ipha, nimphanaing tusaruw.
HEB.6.13	Thangnhang ing Abraham nhingna ttong adeenle amaing ttongneerlina elhuwngseh romhing achuwtenadong auwmmaataana, atahrarah romhingna ttongneer apee, 
HEB.6.14	hanghing arhierga, “kieng atataa bor pewanggechie engkhejege mimpungvanggechie.” 
HEB.6.15	Engkhejege ikhaang achebekhe khaangge enhuwte ttongneer chuw aphaga. 
HEB.6.16	Meeheching emmenie ithi eng elhuwng romhing rhierhege waasaah atunahe, engkhejege ttong amenhehnaing emwasaahching ningnge atuhechuw abetthuwgehe. 
HEB.6.17	Hanghing Thangnhang ing attongrhier enteh arhuwmaa ttongneer aphahenhingna inhimseh minthiining tege awasaahching emmeniechuw aminteugehe; 
HEB.6.18	Awalhuwna aphanaing itenbesah inieing aemana aeuwm phaning aetepah imindeen abechuwnaing enteh arhuwmaa abie ennhii Thangnhang ing nong atuna, mee amemumaa engkhejege wasaah atuching anhingtena ikarpi aphana rotha rhohnachuw ipesage. Heve ttongneer ennhielinahing asa elhuwng auwmnaing inhingna rotha irhoh amana paangkar impeega. 
HEB.6.19	Inieng amate iwalhuw chena immindeenpah belungriirhie zahaaj ameniirna thiertho enghaaga, amararah hing ichipi akarna Thangven pien adeen enthiingseh sungte awalhuwnaga. 
HEB.6.20	Jesu ing ama piendeenteching walhuwge alhamje aemhongge Melkizedek khangkhing elhuwngseh khorpuw ouwngshuwse.
HEB.7.1	Heve Salem Eruwng Melkizedek Thangnhangtena elhuwngpah khorpuw ching Abraham ing eruwnghechuw raalna vachehge ahungeenlile ouwngtuwphuwge bor apee, 
HEB.7.2	engkhejege amaing akhuum peebekhe saruh suumna saruh engkhe apeega, ama Aromhing aminghuwnachuwbe “Dhormo icher Eruwng” atenaga ajiegachienche ama Salem Eruwngga, aromhing aminghuwna engkhechuwbe “Dejiim aeuwm Eruwng” atenaga. 
HEB.7.3	Amapa amanuw aeuwmmaa, ahungshuwna meesien endangmaa, amaing ahungshuwna inie engkhejege athihnaje uwmluing ittiim inemaa, changgechuw Thangnhang sapa khangkhing ittiim neluing khorpuw ouwngshuwga.
HEB.7.4	Amahie ijehmeh elhuwngga ibeerruw; Anhingte sungkhor apeepa Abraham ing avapha aetthaseh peekaarna saruh suumna engkhe apee. 
HEB.7.5	Engkhejege khorpuw Levi siti seneheching auw anehenhingtena waajiir ttongdeen inhuw ijieng Abraham siti sene ouwngshuw khanggejenie saruh suumna engkhe iphana ttongdeen aphagehe. 
HEB.7.6	Changgechuw Melkizedek ing Levi sungkhortenamaagejenie Abraham nhingtena saruh suumna engkhe liege bor apee, amabe Thangnhangtena ttongdeen aphataanaga. 
HEB.7.7	Changkhanggejenie achungtena elhuwnglhaaching adertena isiinglhahchuw bor apeega ichiehie arhumaa uwmmaanie. 
HEB.7.8	Heve khorpuwhechuwbe amongna rhingheniege thesavang ategehe; changgechuw Abrahamtena saruh suumna engkhe apha Melkizedekchuwbe ithie inemaaga. 
HEB.7.9	Levi atahraraaing tholom aphaga teniege achuw engkheching rhiersiete, amajeching Abraham khangkhing tholom apeega. 
HEB.7.10	Changgechuw Melkizedek ing Abraham aanteuphuwle Levibe amapa vinsuwngna uwmge aberhingmaa lhiega.
HEB.7.11	Levi sungkhortena khorpuwhe nhingna Israelhechuw waajiir ttongtho apeegehe; chonaching levi sungkhortena khorpuw heching atuchecher gehenieche Aaron sungkhortena romhing arinmaa Melkizedek aanhuw ijiiching khorpuw engkhe amindangna ajie ikana uwmne? 
HEB.7.12	Amana khorpuw aanshuwna alhamchuw entehjohniebe waajiir ttongtho tena alhamje entehte ithengga. 
HEB.7.13	Ajiegachiinche amahie sungkhor lintaangtenachuw atenaga, ama sungkhortena mee lintaang engkheching hebekoungna eenthina nong atumaaga. 
HEB.7.14	Ajiegachiinche Judas sungkhortena Thangpa Jesuhie ihungshuwga atehie endangne, engkhejege ama sungkhortena khorpuw aanshuwnachuw Mosi ing ajiidong tongmaa. 
HEB.7.15	Melkizedek khangchie khorpuw lintaang engkhe ithenggenieche heve ttonghie ichum rarahga; 
HEB.7.16	Thangpachuwbe humtena ttongtho inhuw ijieng ithengmaaga, changgechuw ittiim inemaa irhing ruwngper inhuw ijieng khourpuw ehungviega. 
HEB.7.17	Ajiegachiinche hevehie saarkhiega,
HEB.7.17	“Nangbe ittiim inemaa khourpuwgechie;
HEB.7.17	Melkizedektena ehungshuwgechie.”
HEB.7.18	Alham engkhena temeniebe amenna ttongthohchuw asurtahna, aekana auwm maatahna amaagehe. 
HEB.7.19	Ajiegachiinche waajiir ttongthohching ajiedong atuchena uwmmaa; chonaching aetthaseh imindeenching mindangge ama apaarna Thangnhang nhingte innheengsehgemie.
HEB.7.20	Chona amahie ttongneer emveluung ethengmaaga. 
HEB.7.21	Emmeniechuwbe ttongneer emveluung khorpuw ouwngshuwgehe; changgechuw Thangnhang ing anhingna arhier,
HEB.7.21	“Thangpaching ttongneer apeepe,
HEB.7.21	abelungrier mintehmaanie,
HEB.7.21	nangbe ittiim inemaa khorpuwgechie.”
HEB.7.22	Chotaanaching Jesuchuw inhimseh engkaang ttongneer lina khorpuw, engkhejege itthaseh khorpuw eenshuwse. 
HEB.7.23	Mensana khorpuwhechuw irhingje maageheke khourpuw aanshuwnabor rhumaage inhimporgehe. 
HEB.7.24	Changgechuw Thangpabe ittiim inemaa khorpuwchuw eenshuwse. 
HEB.7.25	Chotaanaching ama apaarna Thangnhang aanheeng meeheching ittiim inemaa ikarpi aphachegehe, ajiegachienche Thangpabe enrotumna ttong aanuumpee aphabekhena irhingchuwga.
HEB.7.26	Ajiegachiinche hangchie enthiing, alaarna aeuwmaa, ibour aeuwmmaadeh, isiicher atuhekaartena akhebesa engkhejege minventenaje engkaangseh khorpuw ilhuwnghie aenhingna matih ichaga. 
HEB.7.27	Ayenche khorpuwheching entaaing atu isiicher rotum engkhejege enhuwte mee lintaanghe rotumna inthipee apeehekhangkhing Thangpa nhingnabe aekana uwmmaa; ajiegachienche Thangpaing atararah pedohge vokhepangna atugetha. 
HEB.7.28	Ajiegachiinche waajiir ttongthohching ivehpah lolhiepaam meechuw khorpuw abesuwgehe, changgechuw anhungkurtena meechuw ttongneerchinbe ittiim inemaa changrier apha Asapa chuw khorpuw pham apeega.
HEB.8.1	Kinnuw ing kinrhierna alhamchuwbe hevehiega, amachuwbe aeta elhuwngseh khorpuw amaching Thangven paamna Elhuwngpah Eruwng ongtaa atachangna aeongga. 
HEB.8.2	Meeing atumaa Thangnhang ing atataa atu thaamna enthiingpah amhinnaching nongchuw atuga. 
HEB.8.3	Ajienachiinche khorpuw elhuwngbekheching keethurle inthina pee apinaing pham apeegehe, chonaching heve khorpuw elhuwng nhingna inthina pee deenwang atega. 
HEB.8.4	Thangpaing simriipaamna aeheonggeniebe waajiir ttongtho inhuw ijieing keethurchuw pevang ate aeheong gehekhage khorpuw elhuwngchuw hungsuwh maavang atega. 
HEB.8.5	Khorpuwheching atu nongbekhehie thanvenna aeuwm arothaasiechuw amindanggehe. Mosiching pienthaam tuning atele Thangnhanging anhingna arhier; “Bunglina nanhingna immindangpee khangkhing aangkheng atunaing ture.” 
HEB.8.6	Chonaching Khristachuwbe itthaseh peelina Thangnhangtho lolhie mee alehna ttongneer apee khangkhing lintaangtho itthaseh nong atunachuw aphape. 
HEB.8.7	Ajiegachiinche amenna ttongneerchuw ahelaarmaageniebe amenhiena rotum amhin hejongmaavang atega. 
HEB.8.8	Hanghing emmenieng alaarhechuw mindangge Thengnhang ing arhier,
HEB.8.8	“Thangnhangching rhierge, Israelhe eengkuwle Judas eengkuwhe nhingna kieng ithar ttongneer tuvanggete;
HEB.8.9	Emmapa emmapuwheching Egyptna ingongle,
HEB.8.9	ingkina bechuwhengge kerhielehe,
HEB.8.9	Innhingna ttongneer kepee khangchiemaaga,
HEB.8.9	Ajiegachiinche emmenieng kettongnier embelungriirna cheengmaage ennhingna kebelungriir pechemaaing.
HEB.8.10	Thangnhangching rhierge, ama apha inhuwteching Israel eengkuwhenhingna hintuvang kinte ttongneerchuw hevehiega:
HEB.8.10	Kieng emvaakharna kettongnier sevanggete,
HEB.8.10	embelungriirna bejiivanggete,
HEB.8.10	engkhejege emmenie Thangnhang ouwngshuwvangete,
HEB.8.10	emmenieng kemee ouwngshuw vatehe.
HEB.8.11	Engkhejege, “Thangnhangchuw minghuwruw”
HEB.8.11	teheniege emmenieching engkhele engkhe nhingna minchuwmaahenie,
HEB.8.11	changmaanieche, emmenieng unepasahechuw minchuwmaadehenie,
HEB.8.11	Ajienachiinche emmenieng isiingtena ilhuwngphana eminghuwchervatehe.
HEB.8.12	Ajienachiinche emmenieng isiicher atubekheje kening minsii wanggetehe,
HEB.8.12	engkhejege isiicher entubekhe eenthiipeemaahening.”
HEB.8.13	Ttongnier ithar arhiertahnaching mensanachuw beluw aminshuwpe; chotahnaching beluw aeuwmbekhechuw maangvang atecherga.
HEB.9.1	Ate mamenna ttongdeennaching Thangnhang anong atuna alham engkhejege aerumna lolhiepaamtena eenthiing amhin aeuwmga. 
HEB.9.2	Ajiegachiinche taangtena pienthaam asungna Eenthiing Mhinchuw tuge chona thoumhi abelengna tebal, engkhejege Thangnhangte ipeephuw tal asiihna aeum ama amhinnaching asiihgehe. 
HEB.9.3	Amenhiena pien akhar apaangnaching eenthiingseh pien akharchuw aeuwmga. 
HEB.9.4	Ama asungnaching aberim ichiipaa abethuna sanaing aalhuum ttongdeen asiihna upu aeuwm; upu sungnaching Mana asiihna sanabeer, ihangsien Aaron romhor, engkhejege ttongdeen enjiih lhung apee aeuwm. 
HEB.9.5	Ama atahlinaching attheh alaar aeuwm Cherubim ennhieching Lungsii uwmnachuw amingkhumhe. Heve pee bekhelinahing tongjemenie tongsuwmaamenie.
HEB.9.6	Engkhejege hanghing enthongcherhege khorpuwheching ennongchuw atunaing mensa pien deen teching aphabekhena ivalhuwgehe. 
HEB.9.7	Changgechuw amenhiena piendeen sungnabe khorpuw elhungching kumna vokhepang ivalhuwgethaa. Ama atah rotumna engkhejege meehe isiicher rotumna enthina thie emveluung valhuwmaa. 
HEB.9.8	Chipi Eenthiingching minthiege, mensa piendeenching kharge auwmle, eenthiingkaarna eenthiingseh amhinnaching avalhuwna lhamchuw atelechinbe mindangmaalhie. 
HEB.9.9	Heve piendeenhie atele ishuw aandang nachuwga; Keethur engkhejege inthina pee aangkheng apeegehe, amaheching apee meeching atataa engkhejege alaar belungrierchuw changrier mimphachemaa. 
HEB.9.10	Ajienachiinche amachuwbe taangna isaa eenna engkhejege huwmtena abetthiimna panggethah, amachuwbe itharchuw atheng maalhielepang taangtena nonggethah.
HEB.9.11	Changgechuw hevena aeuwmbesa pee itthabekhe rotum khorpuw elhuwng Khristachuw thengse, Amabe elhuwnglhaa engkhejege changrier ipha keeching atumaa, lolhiepaamtena atumaa piendeentena khourpuw eenshuwga. 
HEB.9.12	Keer thie changmaanieche shiirti thie emveluung atahrarah thietho enrhieng Eenthiing amhinnaching ittiim inemaa aerotumna vokhepang valhuwge ittiim inema imminlenpichuw eenshuwga. 
HEB.9.13	Ajienachiinche ibour meeheching keerthie, shiirthie engkhejege shierti abethuna alungvuwhing aathihching humna ibourchuw aminlhiemgenieche, 
HEB.9.14	Ittiim inemaa chipi apaarna ibour uwmludehing Khrista atah thieching Thangnhang nhingte pedohge, ithie nongtena ichum alaar aminghuwna belungrier vojehmeh ithi ing iminthiingpeevate.
HEB.9.15	Chotahnaching Thangpabe ttongdeen ithar aminteunaga, mensana ttongdeen inhuw ijiing alaarhechuw aatinpeenaing aberhingga, engkhejege aateurbesahechuw ittiim inemaa ttong adeenchuw aminteunachuwga. 
HEB.9.16	Ajiegachiinche aminteunachuw aanrhunachuw auwmtaanaching amachuw asembesa meeching aanrhuna linaching thevang atega. 
HEB.9.17	Ithienachuw ashuwnhuwteching aanrhunahechuw inhegethah, ama aanrhuna atu meeching arhinglechinbe mindangmaalhie. 
HEB.9.18	Chonaching mensana ttongdeenchuw thie emveluung ahintumaaga. 
HEB.9.19	Waajiir ttongneer sungtena abetthonabekhechuw Mosiching meehenhingna aphuwngle shiertile keer thie amana chiile isin samhuwrpien engkhejege hisopchuw liege thiimjii leriile mee tahlina ithige hanghing arhierga; 
HEB.9.20	“Amahie Thangnhang ing immintu ttongneer thiechuwga.” 
HEB.9.21	Ama khangkhing ichiing, piendeen engkhejege asungna nong atunahe birbekhe tahlina thiechuw aathiga. 
HEB.9.22	Waajiir ttongtho adernaching peebekhe thieching aminlhiemga ichie arhuse, engkhejege thie iphuwrmaaniege akuhpina aeuwm maaga.
HEB.9.23	Chotahnaching Thangventena aanttimna peechuw hevehehing minthiingvang atega, changgechuw Thangventena peechuwbe hevehe itheeng athina pee lhuwne. 
HEB.9.24	Ajiegachiinche atataa aanttimna kee ing atu eenthiing amhinnaching Khristaing valhuwmaa; changgechuw Thangvennaching aerotumna Thangnhang mhekungna amindangchenaing Thangpaching ivalhuwga. 
HEB.9.25	Chona khorpuw elhuwngching Eenthiing Amhinteching akumsiir atah thie emveluung aevalhuw khangkhing Thangpabe atah rarahchuw aphabekhena pege ivalhuwmaaga; 
HEB.9.26	chogenieche Thangpaing simriipaam abettiimpele aphabekhena ijachaam khaangvang atega. Changgechuw atebe apha attiimphana atah rarahchuw vokhepang apeedohching isiicher alhinnadohnaching emphuwngga. 
HEB.9.27	Chona simriipaam meechuw vokhepang thehvate, changgechuw heve inhuwna waajiir tuwate. 
HEB.9.28	Amakhangkhing Khristaje mee isiicher akuhpinaing atahchuw vokhepang pedohge, isiicher tena aminlenna rotum Thangpachuw ahahjeh he nhingna isiikha emveluung amenhiena emphuwngrivate.
HEB.10.1	Ajiegachiinche waajiir ttongthohchuwbe adeliim atatahthoching inttimmaaga, changgechuw ittha thengvang ichiechuw amindangnagetha. Akum akumna apidohna inthina peeching Thangnhang nhingte aannheeng mee heching mapung mimpha chemaa. 
HEB.10.2	Amaching mapung aphanachuw cheniebe Thangnhang aarumheching vokhepangnaching minthiing heniege isiikha entu belungrier rinmaavang ategehe engkhejege vonuh vonuh inthina apidohchuw ngemaavang ategehe. 
HEB.10.3	Changgechuw ama athina apidohching mee isiicherchuw akum akumna aanthinachuw uwmne. 
HEB.10.4	Ajienachiinche shierchar engkhejege keer thieching isiikha atuhechuw iliejoh chemaa. 
HEB.10.5	Chovelinaching Thangpaing simriipaamna thengge arhier:
HEB.10.5	“Inthinale ipidohna pee nang ing idemaachii,
HEB.10.5	changgechuw nang ing Kerotumna natahchuw embethongpipechie;
HEB.10.6	Hebbe bethuchuwge nimpidoh engkhejege isiicherlina ninthi peeching kening tungmaanie.
HEB.10.7	Chonaching kerhierga, ‘Ebeer, Thangnhang,
HEB.10.7	namindeenchuw tusagete tengge ijuwngging,
HEB.10.7	O Thangnhang’ ttongjiir ouwnglhum leriina kiekhu enjiige uwmne.”
HEB.10.8	Achungnahie arhierle, “enlhenna inthi pee nimpee, hebbe bethuchuwge nintu, isiicherlina nimpibekhe aedemaasing, engkhejege kening tungmaa” amabekhehie waajiir ttongtho inhuw ijiing nintugetha, 
HEB.10.9	chona amaing athinrih, “Ebeer, namindeenchuw tugete tesaingge ijuwngging.” Amennachuw memaangningge amenhienachuw hintugete atetahnaga. 
HEB.10.10	Engkhejege hevehie Thangnhang ing amindeenchuwga, amachuwbe Jesu Khristaching atahrarah vokhepangna meebekhe rotum apeebesaga.
HEB.10.11	Aanasier khurpuwheching ennong inthinachuw tuhege engkhejege vonu vonu tukhanghejenie atihledong isiicher atuhechuw aeliejoh chemaahe. 
HEB.10.12	Changgechuw Thangpachinche isiicherlina vokhepang inthina pee apiching ittiim inemaa Thangnhang atachangna ongse; 
HEB.10.13	Ama aphana betthiimge aarhumaa mee bekhechuw akhiderte asiihmaataang hehaage aeuwmga. 
HEB.10.14	Ajiegachiinche amaing vokhepang apeedohching aminthiingbesahechuw ittiim inemaa changrier amimphapehe. 
HEB.10.15	Chipi Enthiingjeching aenhingna saarkhie apeese, amachuwbe, 
HEB.10.16	Thangpaching arhier,
HEB.10.16	“Heve inhuwna emmenie nhingna kieching tuvang kete ttongdeenchuw hevehiega,
HEB.10.16	Kieching kewaajiir ttongchuw embelungriirna thaarvanggete,
HEB.10.16	engkhejege emvaakharnaje bejiihvanggete.”
HEB.10.17	Amaing avonhie arhier; “Isiicher eentule alaarnahechuw mindeenbour maahening.” 
HEB.10.18	Chonaching hangchie ikuhpinachuw uwmniebe isiicher ikuhpinaching inthi uwmmaa.
HEB.10.19	Chotahnaching, kilhanghe, Jesu thie apaarna inieng eenthiingmhinna alhuwhnachuw iphaga, 
HEB.10.20	Ama ahumchuw piendeenchuw ouwngshuwge ama apaarna irotum itharle irhingna lhamchuw aamhongga. 
HEB.10.21	Thangnhang eengkuwna khorpuw elhuwngpaachuw ideenpe. 
HEB.10.22	Chonaching itthamaa itu belungriirchuw athieching minlhiem cher meniige chona humchuw chii eenthiingching aetthiemeniege belungriir eenthiingtho thachameniege Thangnhangchuw inheengsateruw. 
HEB.10.23	Engkhejege enlahludehing aemindeenlina belung menhehsateruw, ajienachiinche ttong enniirpi ama aethacha arhuga. 
HEB.10.24	Engkhele engkhe tahlina ningsii ihe nong atuna rotha rhorhoh mindeensateruw. 
HEB.10.25	Mee lintaangheching atukhang khing eengkonghii bethinluing engkhele engkhe enthohsateruw; aaniechuw innheengse ichii imhuwkhangkhing aatthanaseh tusateruw.
HEB.10.26	Atatahchuw iphanhuwte iminghuwgleching isiikha tumeniebe, isiicherlina aminthiingna inthi na uwmmaa. 
HEB.10.27	Changgechuw Thangnhang waajiir engkhejege mhitho enghaaje abelung isiiching aarhumaahechuw amemaangna mhi ensahpahchuw uwmjehne. 
HEB.10.28	Mosi waajiir ttongthohchuw naseenma meeching saarkhie ennhie eenthum ching pehege lungsii phaluheng ithiegehe. 
