GEN.11.17	E noo iorā Ebera i muri ake i tana anau anga ia Pelega, e a akera anere, e toru ngauru te mataiti, e anau iora te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.18	E ka toru akera ngauru to Pelega mataiti i te ora anga, e anau akera tana, ko Reu: 
GEN.11.19	Noo iorā Pelega i muri ake i tana anau anga ia Reu, e rua akera anere, e iva ara te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.20	E ka toru akera ngauru, e rua ara, to Reu mataiti i te ora anga, e anau akera tana, 
GEN.11.21	E noo iorā Reu i muri ake i tana anau anga ia Seruga, e rua akera anere, e itu ara te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.22	E ka toru akera ngauru to Seruga mataiti i te ora anga, e anau akera tana, ko Nahora: 
GEN.11.23	E noo iorā Seruga i muri ake i tana anau anga ia Nahora, e rua ïa anere te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.24	E ka rua akera ngauru, e iva ara to Nahora mataiti i te ora anga, e anau akera tana, 
GEN.11.25	E noo iorā Nahora i muri ake i tana anau anga ia Tera, e okotai akera anere, okotai ngauru ma iva te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.26	E ka itu akera ngauru anga to Tera mataiti i te ora anga, e anau akera tana, 
GEN.11.27	Teia te tuatua ia Tera: E anau akera ta Tera, ko Aberama, 
GEN.11.28	E mate atura oki a Harana i mua ake i tona metua ia Tera, i tona enua tikai i anau ei ra, i Ura ki o te Kaledea. 
GEN.11.29	E kua akaipoipo iorā Aberama, e Nahora katoa, i te vaine na raua: 
GEN.11.30	E pa rā Sarai; kare ana tamariki. 
GEN.11.31	E kua rave akerā Tera i tana tamaiti ra ia Aberama, e tona mokopuna ia Lota, te tamaiti a Harana ra, e tana unonga ia Sarai, i te vaine a tana tamaiti ra, a Aberama; kua arataki maira mei ko te Kaledea mai 
GEN.11.32	E to Tera puke rā nei, e rua ïa anere e rima ara te mataiti; e mate iorā Tera i Harana.
GEN.12.1	I TUATUA mai ana oki a 
GEN.12.2	E akariro oki au ia koe ei iti-tangata maata, e ka 
